time,ref,meas,u,target_h,error,Target
0.0,,-7.604735374450684,-7.604735374450684,,-2.17,-15.251667
0.1,,-7.353940010070801,-7.353940010070801,,-2.17,-15.251667
0.2,,-9.01974868774414,-9.01974868774414,,-2.17,-15.251667
0.30000000000000004,,-9.040767669677734,-9.040767669677734,,-2.17,-15.251667
0.4,,-8.000919342041016,-8.000919342041016,,-2.17,-15.251667
0.5,,-7.839117050170898,-7.839117050170898,,-2.17,-15.251667
0.6000000000000001,,-9.407571792602539,-9.407571792602539,,-2.16,-15.207778
0.7000000000000001,,-8.179427146911621,-8.179427146911621,,-2.15,-15.163889
0.8,,-7.792792320251465,-7.792792320251465,,-2.13,-15.115
0.9,,-8.001558303833008,-8.001558303833008,,-2.11,-15.066111
1.0,,-8.944511413574219,-8.944511413574219,,-2.08,-15.012221
1.1,,-7.751564025878906,-7.751564025878906,,-2.06,-15.002222
1.2000000000000002,,-8.389759063720703,-8.389759063720703,,-2.03,-14.770003
1.3,,-7.821776390075684,-7.821776390075684,,-1.1999999,-4.78
1.4000000000000001,,-8.522209167480469,-8.522209167480469,,-1.16,-4.350001
1.5,,-8.893823623657227,-8.893823623657227,,-1.1299999,-5.2699957
1.6,,-9.03432846069336,-9.03432846069336,,-1.09,-4.909996
1.7000000000000002,,-7.590889930725098,-7.590889930725098,,-1.0500001,-3.8500054
1.8,,-7.085149765014648,-7.085149765014648,,-1.0099999,-3.4899964
1.9000000000000001,,-7.556985378265381,-7.556985378265381,,-0.96,-2.3399975
2.0,,-6.748078346252441,-6.748078346252441,,-0.92,-1.9800061
2.1,,-6.36302375793457,-6.36302375793457,,-0.87999994,-2.3199964
2.2,,-6.220314025878906,-6.220314025878906,,-0.84999996,-2.749996
2.3000000000000003,,-5.494651794433594,-5.494651794433594,,-0.81,-2.3900046
2.4000000000000004,,-4.120192527770996,-4.120192527770996,,-0.75999993,-0.53999704
2.5,,-4.285059928894043,-4.285059928894043,,-0.71,0.61000186
2.6,,-2.6007041931152344,-2.6007041931152344,,-0.65000004,1.8499923
2.7,,-1.9912060499191284,-1.9912060499191284,,-0.59999996,2.3000014
2.8000000000000003,,-2.0848469734191895,-2.0848469734191895,,-0.55,2.0500016
2.9000000000000004,,-1.4270405769348145,-1.4270405769348145,,-0.50999993,1.710003
3.0,,-1.1698919534683228,-1.1698919534683228,,-0.45999998,2.1600025
3.1,,-1.0498294830322266,-1.0498294830322266,,-0.42000002,2.5199938
3.2,,-1.387650489807129,-1.387650489807129,,-0.36999995,2.970003
3.3000000000000003,,-0.21739166975021362,-0.21739166975021362,,-0.32999998,3.3300025
3.4000000000000004,,0.2961322069168091,0.2961322069168091,,-0.29000002,2.9899945
3.5,,0.3966580629348755,0.3966580629348755,,-0.24999994,3.3500035
3.6,,0.27408403158187866,0.27408403158187866,,-0.20999998,3.7100031
3.7,,1.2095743417739868,1.2095743417739868,,-0.17000002,4.0699944
3.8000000000000003,,1.2201707363128662,1.2201707363128662,,-0.13999999,3.6399996
3.9000000000000004,,1.225250005722046,1.225250005722046,,-0.099999964,4.000004
4.0,,1.614560604095459,1.614560604095459,,-0.06999999,4.2699995
4.1000000000000005,,1.5902693271636963,1.5902693271636963,,-0.03999996,3.8400006
4.2,,2.1405420303344727,2.1405420303344727,,0.0,4.8999996
