time,ref,meas,u,target_h,error
41.3,,-0.205949351191521,-0.205949351191521,-0.3399986,0.04000008
41.4,,0.065196007490158,0.065196007490158,0.36000073,0.04000008
41.5,,0.037664946168661,0.037664946168661,0.36000073,0.04000008
41.6,,0.649968326091766,0.649968326091766,1.15,0.05000007
41.7,,-0.086029171943665,-0.086029171943665,1.15,0.05000007
41.8,,0.348723083734512,0.348723083734512,0.45000064,0.05000007
41.9,,0.193223968148232,0.193223968148232,0.45000064,0.05000007
42,,0.5019371509552,0.5019371509552,0.45000064,0.05000007
42.1,,0.050484672188759,0.050484672188759,-0.3399986,0.04000008
42.2,,0.874734044075012,0.874734044075012,0.45000064,0.05000007
42.3,,0.699555516242981,0.699555516242981,1.15,0.05000007
42.4,,0.779739379882813,0.779739379882813,0.45000064,0.05000007
42.5,,0.202902719378471,0.202902719378471,-0.3399986,0.04000008
42.6,,0.507247507572174,0.507247507572174,-0.3399986,0.04000008
42.7,,0.497931569814682,0.497931569814682,0.36000073,0.04000008
42.8,,0.669117033481598,0.669117033481598,0.36000073,0.04000008
42.9,,0.14220903813839,0.14220903813839,0.36000073,0.04000008
43,,0.473947495222092,0.473947495222092,0.36000073,0.04000008
43.1,,0.231421068310738,0.231421068310738,-0.43000793,0.029999971
43.2,,0.522894263267517,0.522894263267517,-0.43000793,0.029999971
43.3,,0.061982914805412,0.061982914805412,0.26999974,0.029999971
43.4,,0.42993089556694,0.42993089556694,0.26999974,0.029999971
43.5,,0.455511271953583,0.455511271953583,0.26999974,0.029999971
43.6,,0.645842850208283,0.645842850208283,0.26999974,0.029999971
43.7,,0.129439488053322,0.129439488053322,0.26999974,0.029999971
43.8,,0.218701213598251,0.218701213598251,-0.5199995,0.01999998
43.9,,-0.104914635419846,-0.104914635419846,-0.5199995,0.01999998
44,,0.782894790172577,0.782894790172577,0.17999983,0.01999998
44.1,,-0.013098150491715,-0.013098150491715,-0.6099994,0.00999999
44.2,,0.171005114912987,0.171005114912987,-0.6099994,0.00999999
44.3,,0.067552506923676,0.067552506923676,0.87999916,0.01999998
44.4,,-0.449353575706482,-0.449353575706482,0.089999914,0.00999999
44.5,,-0.272811442613602,-0.272811442613602,-0.6099994,0.00999999
44.6,,0.028511673212051,0.028511673212051,0.089999914,0.00999999
44.7,,-0.01062748208642,-0.01062748208642,0.089999914,0.00999999
44.8,,0.17236065864563,0.17236065864563,0.089999914,0.00999999
44.9,,0.068296223878861,0.068296223878861,0.089999914,0.00999999
45,,-0.032577514648438,-0.032577514648438,0.089999914,0.00999999
45.1,,-0.044144473969936,-0.044144473969936,0.089999914,0.00999999
45.2,,0.153971344232559,0.153971344232559,0.089999914,0.00999999
45.3,,0.058206807821989,0.058206807821989,0.089999914,0.00999999
45.4,,0.210127055644989,0.210127055644989,0.089999914,0.00999999
45.5,,0.089017018675804,0.089017018675804,0.089999914,0.00999999
45.6,,-0.021208912134171,-0.021208912134171,0.089999914,0.00999999
45.7,,-0.037907011806965,-0.037907011806965,-0.69999933,0
45.8,,0.157393559813499,0.157393559813499,0.089999914,0.00999999
45.9,,0.06008442863822,0.06008442863822,0.78999925,0.00999999
46,,0.211157217621803,0.211157217621803,0.089999914,0.00999999
46.1,,-0.158657968044281,-0.158657968044281,-0.69999933,0
46.2,,0.091142743825913,0.091142743825913,0.089999914,0.00999999
46.3,,0.023735474795103,0.023735474795103,0.78999925,0.00999999
46.4,,0.191214129328728,0.191214129328728,0.089999914,0.00999999
46.5,,0.078640311956406,0.078640311956406,0.089999914,0.00999999
46.6,,0.221338033676147,0.221338033676147,0.089999914,0.00999999
46.7,,-0.153072208166122,-0.153072208166122,0.089999914,0.00999999
46.8,,0.094207406044006,0.094207406044006,0.089999914,0.00999999
46.9,,0.469950258731842,0.469950258731842,0.87999916,0.01999998
47,,0.436032831668854,0.436032831668854,0.87999916,0.01999998
47.1,,0.212961733341217,0.212961733341217,0.17999983,0.01999998
47.2,,0.295034378767014,0.295034378767014,0.17999983,0.01999998
47.3,,0.135601997375488,0.135601997375488,0.17999983,0.01999998
47.4,,0.448883563280106,0.448883563280106,0.17999983,0.01999998
47.5,,0.220012381672859,0.220012381672859,0.17999983,0.01999998
47.6,,0.298902750015259,0.298902750015259,0.17999983,0.01999998
47.7,,0.13772439956665,0.13772439956665,0.17999983,0.01999998
47.8,,0.253754913806915,0.253754913806915,0.17999983,0.01999998
47.9,,0.557487070560455,0.557487070560455,0.17999983,0.01999998
48,,0.484060525894165,0.484060525894165,0.17999983,0.01999998
48.1,,-0.008927762508392,-0.008927762508392,0.9699991,0.029999971
48.2,,0.173293218016624,0.173293218016624,0.9699991,0.029999971
48.3,,0.513341248035431,0.513341248035431,0.26999974,0.029999971
48.4,,0.459839642047882,0.459839642047882,0.26999974,0.029999971
48.5,,0.226023495197296,0.226023495197296,0.26999974,0.029999971
48.6,,0.302200794219971,0.302200794219971,0.26999974,0.029999971
48.7,,0.584067225456238,0.584067225456238,0.26999974,0.029999971
48.8,,0.49864387512207,0.49864387512207,1.0600084,0.04000008
48.9,,0.24731370806694,0.24731370806694,1.0600084,0.04000008
49,,-0.102486208081245,-0.102486208081245,0.36000073,0.04000008
49.1,,0.362033009529114,0.362033009529114,0.36000073,0.04000008
49.2,,0.376823335886002,0.376823335886002,0.36000073,0.04000008
49.3,,0.180476054549217,0.180476054549217,0.36000073,0.04000008
49.4,,-0.139157131314278,-0.139157131314278,0.36000073,0.04000008
49.5,,0.341913253068924,0.341913253068924,0.36000073,0.04000008
49.6,,0.365784496068955,0.365784496068955,0.36000073,0.04000008
49.7,,-0.241948515176773,-0.241948515176773,0.36000073,0.04000008
49.8,,0.045444816350937,0.045444816350937,0.36000073,0.04000008
49.9,,0.443196356296539,0.443196356296539,0.36000073,0.04000008
50,,0.004986122250557,0.004986122250557,0.36000073,0.04000008
50.1,,0.427576810121536,0.427576810121536,1.15,0.05000007
50.2,,0.412784397602081,0.412784397602081,0.36000073,0.04000008
50.3,,0.228371635079384,0.228371635079384,-0.3399986,0.04000008
50.4,,0.303489118814468,0.303489118814468,0.36000073,0.04000008
50.5,,-0.276127278804779,-0.276127278804779,0.36000073,0.04000008
50.6,,0.477804124355316,0.477804124355316,1.15,0.05000007
50.7,,0.264045149087906,0.264045149087906,1.15,0.05000007
50.8,,0.323061645030975,0.323061645030975,-0.3399986,0.04000008
50.9,,-3.22684454917908,-3.22684454917908,-6.7,-0.74999994
51,,-5.16332626342773,-5.16332626342773,-6.8,-0.74999994
51.1,,-5.34099388122559,-5.34099388122559,-6.7499995,-0.74999994
51.2,,-6.34773635864258,-6.34773635864258,-6.7499995,-0.74999994
51.3,,-6.44598627090454,-6.44598627090454,-7.5399985,-0.75999993
51.4,,-5.64163589477539,-5.64163589477539,-6.7499995,-0.74999994
51.5,,-5.1949405670166,-5.1949405670166,-5.2600007,-0.73999995
51.6,,-5.40396404266357,-5.40396404266357,-5.170001,-0.72999996
51.7,,-4.16854619979858,-4.16854619979858,-5.080001,-0.71999997
51.8,,-3.93950295448303,-3.93950295448303,-4.2000017,-0.7
51.9,,-3.80989551544189,-3.80989551544189,-4.110002,-0.69
52,,-3.29689741134644,-3.29689741134644,-3.9300022,-0.67
52.1,,-2.76445579528809,-2.76445579528809,-3.050003,-0.65000004
52.2,,-3.37750792503357,-3.37750792503357,-2.8699937,-0.62999994
52.3,,-2.80335378646851,-2.80335378646851,-2.6899939,-0.60999995
52.4,,-2.0507972240448,-2.0507972240448,-2.5100024,-0.59
52.5,,-1.87158870697021,-1.87158870697021,-1.5400034,-0.56
52.6,,-1.33232402801514,-1.33232402801514,-1.3600036,-0.54
52.7,,-0.788787722587585,-0.788787722587585,-1.0899944,-0.50999993
52.8,,-0.941324353218079,-0.941324353218079,-0.90999454,-0.48999995
52.9,,-1.02131688594818,-1.02131688594818,-0.64000314,-0.45999998
53,,0.278068542480469,0.278068542480469,0.32999593,-0.43
53.1,,-0.598008692264557,-0.598008692264557,0.5999957,-0.40000004
53.2,,0.06036040186882,0.06036040186882,0.080005586,-0.37999994
53.3,,-0.02570066228509,-0.02570066228509,0.35000533,-0.34999996
53.4,,0.81912112236023,0.81912112236023,0.5299968,-0.32999998
53.5,,0.154001444578171,0.154001444578171,0.79999655,-0.3
53.6,,1.36375081539154,1.36375081539154,1.7699957,-0.27000004
53.7,,0.447617143392563,0.447617143392563,1.2500055,-0.24999994
53.8,,1.53095304965973,1.53095304965973,1.5200053,-0.21999997
53.9,,0.087501049041748,0.087501049041748,1.6999968,-0.19999999
54,,1.32326519489288,1.32326519489288,1.1799973,-0.18
54.1,,1.11890029907227,1.11890029907227,1.3600018,-0.15999997
54.2,,0.743800640106201,0.743800640106201,1.5400016,-0.13999999
54.3,,1.69661819934845,1.69661819934845,1.7199973,-0.120000005
54.4,,1.31047296524048,1.31047296524048,1.9000018,-0.099999964
54.5,,1.75928664207459,1.75928664207459,2.0800016,-0.07999998
54.6,,2.24050140380859,2.24050140380859,2.2599974,-0.060000002
54.7,,2.2695529460907,2.2695529460907,2.4400017,-0.03999996
54.8,,2.07592916488647,2.07592916488647,2.6200016,-0.01999998
54.9,,2.64523148536682,2.64523148536682,2.7999973,0
55,,2.02718234062195,2.02718234062195,2.189998,0.00999999
55.1,,2.61186122894287,2.61186122894287,1.5800031,0.02000004
55.2,,2.25711393356323,2.25711393356323,2.4600024,0.04000002
55.3,,2.29348134994507,2.29348134994507,2.549998,0.050000012
55.4,,2.08627319335937,2.08627319335937,1.1499995,0.050000012
55.5,,2.19701051712036,2.19701051712036,1.2399993,0.060000002
55.6,,2.03239631652832,2.03239631652832,2.0299985,0.06999999
55.7,,2.17402911186218,2.17402911186218,1.3299993,0.06999999
55.8,,1.59778833389282,1.59778833389282,0.62999994,0.06999999
55.9,,1.06809878349304,1.06809878349304,1.4199991,0.07999998
56,,1.44775521755219,1.44775521755219,1.4199991,0.07999998
56.1,,1.43031537532806,1.43031537532806,0.71999985,0.07999998
56.2,,0.745211541652679,0.745211541652679,1.5100038,0.09000003
56.3,,1.05143845081329,1.05143845081329,1.5100038,0.09000003
56.4,,1.43203592300415,1.43203592300415,0.8100003,0.09000003
56.5,,0.977157592773438,0.977157592773438,0.8100003,0.09000003
56.6,,0.947695195674896,0.947695195674896,0.8100003,0.09000003
56.7,,1.15595412254334,1.15595412254334,0.8100003,0.09000003
56.8,,0.628477871417999,0.628477871417999,0.8100003,0.09000003
56.9,,0.987391769886017,0.987391769886017,0.8100003,0.09000003
57,,0.530363857746124,0.530363857746124,0.019996345,0.07999998
57.1,,0.482449144124985,0.482449144124985,0.019996345,0.07999998
57.2,,0.710066556930542,0.710066556930542,0.71999985,0.07999998
57.3,,1.02557754516602,1.02557754516602,-0.0699994,0.06999999
57.4,,0.106781423091888,0.106781423091888,-0.85999864,0.060000002
57.5,,-0.166320204734802,-0.166320204734802,-0.15999931,0.060000002
57.6,,0.320318460464478,0.320318460464478,-0.24999923,0.050000012
57.7,,0.395371675491333,0.395371675491333,-0.24999923,0.050000012
57.8,,-0.238985270261765,-0.238985270261765,-0.33999914,0.04000002
57.9,,0.060340598225594,0.060340598225594,-0.33999914,0.04000002
58,,-0.422802329063415,-0.422802329063415,-0.42999905,0.030000031
58.1,,-0.260586738586426,-0.260586738586426,-0.42999905,0.030000031
58.2,,-0.182513236999512,-0.182513236999512,-0.51999897,0.02000004
58.3,,-0.325043648481369,-0.325043648481369,-0.51999897,0.02000004
58.4,,-0.634245991706848,-0.634245991706848,-0.6100036,0.00999999
58.5,,-0.156521826982498,-0.156521826982498,-0.6100036,0.00999999
58.6,,-0.541785359382629,-0.541785359382629,-0.69999933,0
58.7,,-0.571764945983887,-0.571764945983887,-0.69999933,0
58.8,,-0.551879167556763,-0.551879167556763,-0.78999925,-0.00999999
58.9,,-0.329062789678574,-0.329062789678574,-0.78999925,-0.00999999
59,,-1.08098447322845,-1.08098447322845,-0.87999916,-0.01999998
59.1,,-0.867600202560425,-0.867600202560425,-1.6699984,-0.029999971
59.2,,-0.515555262565613,-0.515555262565613,-0.9699991,-0.029999971
59.3,,-0.309133440256119,-0.309133440256119,-1.059999,-0.03999996
59.4,,-1.0700501203537,-1.0700501203537,-1.059999,-0.03999996
59.5,,-1.31271266937256,-1.31271266937256,-1.1500036,-0.050000012
59.6,,-0.759769201278687,-0.759769201278687,-1.1500036,-0.050000012
59.7,,-0.887656450271606,-0.887656450271606,-1.2399993,-0.060000002
59.8,,-0.526559233665466,-0.526559233665466,-1.2399993,-0.060000002
59.9,,-1.01452279090881,-1.01452279090881,-0.54,-0.060000002
60,,-1.04069864749908,-1.04069864749908,-0.54,-0.060000002
60.1,,-1.04742133617401,-1.04742133617401,-1.3299993,-0.06999999
60.2,,-1.0653270483017,-1.0653270483017,-1.3299993,-0.06999999
60.3,,-0.887174963951111,-0.887174963951111,-0.62999994,-0.06999999
60.4,,-0.526295065879822,-0.526295065879822,-0.62999994,-0.06999999
60.5,,-1.21630215644836,-1.21630215644836,-1.4199991,-0.07999998
60.6,,-0.983278393745422,-0.983278393745422,-1.4199991,-0.07999998
60.7,,-0.565752923488617,-0.565752923488617,-0.71999985,-0.07999998
60.8,,-0.384688407182693,-0.384688407182693,-0.71999985,-0.07999998
60.9,,-0.963902473449707,-0.963902473449707,-0.71999985,-0.07999998
61,,-0.568392157554626,-0.568392157554626,-0.71999985,-0.07999998
61.1,,-0.372866451740265,-0.372866451740265,0.0699994,-0.06999999
61.2,,-0.272281587123871,-0.272281587123871,0.0699994,-0.06999999
61.3,,-0.423899918794632,-0.423899918794632,-0.62999994,-0.06999999
61.4,,-0.75702428817749,-0.75702428817749,-0.62999994,-0.06999999
61.5,,-0.46978235244751,-0.46978235244751,0.15999931,-0.060000002
61.6,,0.11907821893692,0.11907821893692,0.15999931,-0.060000002
61.7,,0.207190275192261,0.207190275192261,-0.54,-0.060000002
61.8,,-0.376975953578949,-0.376975953578949,0.24999923,-0.050000012
61.9,,-0.26126629114151,-0.26126629114151,0.24999923,-0.050000012
62,,0.23348194360733,0.23348194360733,-0.4500001,-0.050000012
62.1,,0.269958674907684,0.269958674907684,0.34000385,-0.03999996
62.2,,0.524942100048065,0.524942100048065,0.34000385,-0.03999996
62.3,,-0.18279093503952,-0.18279093503952,-0.35999966,-0.03999996
62.4,,0.028297774493694,0.028297774493694,0.4299996,-0.029999971
62.5,,0.157382979989052,0.157382979989052,1.2199988,-0.01999998
62.6,,0.264540731906891,0.264540731906891,0.5199995,-0.01999998
62.7,,0.535239458084106,0.535239458084106,-0.17999983,-0.01999998
62.8,,0.670490145683289,0.670490145683289,0.6099994,-0.00999999
62.9,,0.559330344200134,0.559330344200134,1.3999987,0
63,,0.435467600822449,0.435467600822449,0.69999933,0
63.1,,0.212651625275612,0.212651625275612,0.78999925,0.00999999
63.2,,0.739397585391998,0.739397585391998,1.5800031,0.02000004
63.3,,0.379404842853546,0.379404842853546,0.88000387,0.02000004
63.4,,0.386354506015778,0.386354506015778,0.9699996,0.030000031
63.5,,0.18570539355278,0.18570539355278,0.9699996,0.030000031
63.6,,0.724613308906555,0.724613308906555,1.0599996,0.04000002
63.7,,0.37129333615303,0.37129333615303,1.0599996,0.04000002
63.8,,0.8330157995224,0.8330157995224,1.1499995,0.050000012
63.9,,0.430769115686417,0.430769115686417,1.1499995,0.050000012
64,,0.859069228172302,0.859069228172302,0.4500001,0.050000012
64.1,,0.445063501596451,0.445063501596451,1.2399993,0.060000002
64.2,,0.873490273952484,0.873490273952484,1.2399993,0.060000002
64.3,,1.3476734161377,1.3476734161377,1.3299993,0.06999999
64.4,,0.917601525783539,0.917601525783539,1.3299993,0.06999999
64.5,,0.928289413452148,0.928289413452148,0.62999994,0.06999999
64.6,,1.13203704357147,1.13203704357147,1.4199991,0.07999998
64.7,,1.04499363899231,1.04499363899231,1.4199991,0.07999998
64.8,,0.786277949810028,0.786277949810028,1.5100038,0.09000003
64.9,,0.849659442901611,0.849659442901611,1.5100038,0.09000003
65,,0.227994829416275,0.227994829416275,0.8100003,0.09000003
65.1,,1.00009655952454,1.00009655952454,0.8100003,0.09000003
65.2,,0.755066514015198,0.755066514015198,0.8100003,0.09000003
65.3,,0.388001710176468,0.388001710176468,0.8100003,0.09000003
65.4,,1.32292342185974,1.32292342185974,1.5999995,0.100000024
65.5,,0.727725505828857,0.727725505828857,1.5999995,0.100000024
65.6,,0.57746297121048,0.57746297121048,0.11000097,0.09000003
65.7,,0.775466561317444,0.775466561317444,0.9000002,0.100000024
65.8,,0.631821751594543,0.631821751594543,0.8100003,0.09000003
65.9,,-0.095985382795334,-0.095985382795334,0.11000097,0.09000003
66,,0.160272166132927,0.160272166132927,0.8100003,0.09000003
66.1,,0.539993524551392,0.539993524551392,0.8100003,0.09000003
66.2,,0.058094531297684,0.058094531297684,0.8100003,0.09000003
66.3,,0.040347054600716,0.040347054600716,0.8100003,0.09000003
66.4,,0.228493496775627,0.228493496775627,0.019996345,0.07999998
66.5,,0.132890358567238,0.132890358567238,0.019996345,0.07999998
66.6,,0.285846382379532,0.285846382379532,0.71999985,0.07999998
66.7,,0.158726245164871,0.158726245164871,-0.0699994,0.06999999
66.8,,-0.151090309023857,-0.151090309023857,-0.0699994,0.06999999
66.9,,-0.525535345077515,-0.525535345077515,-0.15999931,0.060000002
67,,0.369130074977875,0.369130074977875,-0.15999931,0.060000002
67.1,,-0.240112945437431,-0.240112945437431,-0.24999923,0.050000012
67.2,,-0.152184024453163,-0.152184024453163,-0.24999923,0.050000012
67.3,,-0.308403313159943,-0.308403313159943,-0.33999914,0.04000002
67.4,,0.254881352186203,0.254881352186203,-0.33999914,0.04000002
67.5,,-0.08506415784359,-0.08506415784359,-0.42999905,0.030000031
67.6,,-0.315355688333511,-0.315355688333511,-0.42999905,0.030000031
67.7,,-0.397928535938263,-0.397928535938263,0.27000028,0.030000031
67.8,,-0.238770604133606,-0.238770604133606,-0.51999897,0.02000004
67.9,,0.287259638309479,0.287259638309479,-0.51999897,0.02000004
68,,-0.080569595098496,-0.080569595098496,-0.6100036,0.00999999
68.1,,-0.486843675374985,-0.486843675374985,-0.6100036,0.00999999
68.2,,-0.337158739566803,-0.337158739566803,0.089999914,0.00999999
68.3,,-0.627623021602631,-0.627623021602631,-0.69999933,0
68.4,,-0.383890151977539,-0.383890151977539,-0.69999933,0
68.5,,-0.435530453920364,-0.435530453920364,0,0
68.6,,-0.278497278690338,-0.278497278690338,-0.78999925,-0.00999999
68.7,,-0.84367823600769,-0.84367823600769,-0.78999925,-0.00999999
68.8,,-0.284698247909546,-0.284698247909546,-0.089999914,-0.00999999
68.9,,-0.627005577087402,-0.627005577087402,-0.87999916,-0.01999998
69,,-0.383551359176636,-0.383551359176636,-0.87999916,-0.01999998
69.1,,-0.484948813915253,-0.484948813915253,-0.9699991,-0.029999971
69.2,,-0.30561101436615,-0.30561101436615,-0.9699991,-0.029999971
69.3,,-0.638479471206665,-0.638479471206665,-1.059999,-0.03999996
69.4,,-0.389846622943878,-0.389846622943878,-1.059999,-0.03999996
69.5,,-0.939514517784119,-0.939514517784119,-1.1500036,-0.050000012
69.6,,-0.555011510848999,-0.555011510848999,-1.1500036,-0.050000012
69.7,,-0.775314688682556,-0.775314688682556,-0.4500001,-0.050000012
69.8,,-0.464922189712524,-0.464922189712524,-0.4500001,-0.050000012
69.9,,-0.980705201625824,-0.980705201625824,-1.2399993,-0.060000002
70,,-1.02214443683624,-1.02214443683624,-1.2399993,-0.060000002
70.1,,-0.587077021598816,-0.587077021598816,-0.54,-0.060000002
70.2,,-0.361644327640534,-0.361644327640534,-0.54,-0.060000002
70.3,,-1.36857438087463,-1.36857438087463,-0.54,-0.060000002
70.4,,-1.24058258533478,-1.24058258533478,-1.3299993,-0.06999999
70.5,,-0.290556520223618,-0.290556520223618,-0.54,-0.060000002
70.6,,-1.09460139274597,-1.09460139274597,-0.62999994,-0.06999999
70.7,,-0.875071167945862,-0.875071167945862,-1.3299993,-0.06999999
70.8,,-0.10328620672226,-0.10328620672226,-0.62999994,-0.06999999
70.9,,-1.42874872684479,-1.42874872684479,-0.62999994,-0.06999999
71,,-0.655305325984955,-0.655305325984955,-0.62999994,-0.06999999
71.1,,-0.385808259248733,-0.385808259248733,-0.62999994,-0.06999999
71.2,,-0.279382169246674,-0.279382169246674,0.15999931,-0.060000002
71.3,,-0.214299201965332,-0.214299201965332,0.15999931,-0.060000002
71.4,,0.011010549962521,0.011010549962521,-0.54,-0.060000002
71.5,,-0.464762926101685,-0.464762926101685,-0.54,-0.060000002
71.6,,0.1218321621418,0.1218321621418,-0.54,-0.060000002
71.7,,0.005829725414515,0.005829725414515,0.24999923,-0.050000012
71.8,,0.13178576529026,0.13178576529026,0.24999923,-0.050000012
71.9,,-0.398498803377151,-0.398498803377151,-0.4500001,-0.050000012
72,,-0.090051800012589,-0.090051800012589,-0.4500001,-0.050000012
72.1,,0.340689897537231,0.340689897537231,0.34000385,-0.03999996
72.2,,-0.100858971476555,-0.100858971476555,0.34000385,-0.03999996
72.3,,-0.358013063669205,-0.358013063669205,-0.35999966,-0.03999996
72.4,,0.180401176214218,0.180401176214218,0.4299996,-0.029999971
72.5,,0.072707712650299,0.072707712650299,0.4299996,-0.029999971
72.6,,0.168478816747665,0.168478816747665,-0.26999974,-0.029999971
72.7,,-2.61345815658569,-2.61345815658569,-3.5,-0.32
72.8,,-1.30530405044556,-1.30530405044556,-3.4,-0.32
72.9,,-2.56877899169922,-2.56877899169922,-2.8799999,-0.32
73,,-2.61762046813965,-2.61762046813965,-2.8799999,-0.32
73.1,,-2.83883094787598,-2.83883094787598,-2.0900006,-0.31
73.2,,-1.42895638942719,-1.42895638942719,-1.3000014,-0.3
73.3,,-3.07353353500366,-3.07353353500366,-2.0000007,-0.3
73.4,,-1.55772757530212,-1.55772757530212,-1.9100008,-0.29000002
73.5,,-1.8100426197052,-1.8100426197052,-1.1199969,-0.27999997
73.6,,-1.30410480499268,-1.30410480499268,-1.029997,-0.26999998
73.7,,-1.67089080810547,-1.67089080810547,-0.94000125,-0.26
73.8,,-0.340887069702148,-0.340887069702148,-0.85000134,-0.25
73.9,,-1.58325111865997,-1.58325111865997,-0.7600014,-0.24000001
74,,-0.738837957382202,-0.738837957382202,-0.6700015,-0.23000002
74.1,,-1.16204953193665,-1.16204953193665,-0.5800016,-0.22000003
74.2,,-0.508651852607727,-0.508651852607727,-1.2800009,-0.22000003
74.3,,-1.22835254669189,-1.22835254669189,-1.1899962,-0.20999998
74.4,,-0.346325695514679,-0.346325695514679,-0.39999706,-0.19999999
74.5,,-1.14539885520935,-1.14539885520935,-0.3100013,-0.19
74.6,,-0.052572429180145,-0.052572429180145,-0.2200014,-0.18
74.7,,-0.33536097407341,-0.33536097407341,-0.13000149,-0.17000002
74.8,,-0.505248069763184,-0.505248069763184,-0.04000157,-0.16000003
74.9,,-0.335484325885773,-0.335484325885773,0.05000305,-0.14999998
75,,0.143552452325821,0.143552452325821,0.14000297,-0.13999999
75.1,,-0.432090669870377,-0.432090669870377,-0.56000054,-0.13999999
75.2,,-0.105744406580925,-0.105744406580925,-0.47000062,-0.13
75.3,,0.531110942363739,0.531110942363739,0.31999862,-0.120000005
75.4,,-0.034020334482193,-0.034020334482193,0.40999854,-0.110000014
75.5,,0.374169707298279,0.374169707298279,0.49999845,-0.100000024
75.6,,0.08596496284008,0.08596496284008,-0.20000088,-0.100000024
75.7,,0.43342199921608,0.43342199921608,-0.10999626,-0.089999974
75.8,,-0.081039518117905,-0.081039518117905,-0.10999626,-0.089999974
75.9,,-0.150845840573311,-0.150845840573311,-0.020000517,-0.07999998
76,,-0.157046854496002,-0.157046854496002,-0.020000517,-0.07999998
76.1,,-0.388840913772583,-0.388840913772583,0.0699994,-0.06999999
76.2,,-0.084752932190895,-0.084752932190895,0.85999864,-0.060000002
76.3,,0.095356956124306,0.095356956124306,0.15999931,-0.060000002
76.4,,-0.714739561080933,-0.714739561080933,-0.54,-0.060000002
76.5,,-0.250289440155029,-0.250289440155029,0.24999923,-0.050000012
76.6,,-0.008735731244087,-0.008735731244087,0.24999923,-0.050000012
76.7,,-0.111175879836082,-0.111175879836082,-0.4500001,-0.050000012
76.8,,-0.376943469047546,-0.376943469047546,0.33999914,-0.04000002
76.9,,-0.064955338835716,-0.064955338835716,0.33999914,-0.04000002
77,,0.092949062585831,0.092949062585831,-0.3600002,-0.04000002
77.1,,-0.055385839194059,-0.055385839194059,0.43000376,-0.029999971
77.2,,-0.098093710839748,-0.098093710839748,0.43000376,-0.029999971
77.3,,0.336277633905411,0.336277633905411,-0.26999974,-0.029999971
77.4,,0.561328411102295,0.561328411102295,-0.26999974,-0.029999971
77.5,,0.449833810329437,0.449833810329437,-0.26999974,-0.029999971
77.6,,0.179098442196846,0.179098442196846,-0.26999974,-0.029999971
77.7,,0.488360971212387,0.488360971212387,0.5199995,-0.01999998
77.8,,0.446134030818939,0.446134030818939,0.5199995,-0.01999998
77.9,,0.63487184047699,0.63487184047699,-0.17999983,-0.01999998
78,,0.476913928985596,0.476913928985596,-0.17999983,-0.01999998
78.1,,0.008590161800385,0.008590161800385,-0.17999983,-0.01999998
78.2,,0.381540507078171,0.381540507078171,0.6099994,-0.00999999
78.3,,0.183064162731171,0.183064162731171,0.6099994,-0.00999999
78.4,,0.278630882501602,0.278630882501602,-0.089999914,-0.00999999
78.5,,-0.121638104319572,-0.121638104319572,-0.089999914,-0.00999999
78.6,,-0.106278136372566,-0.106278136372566,-0.089999914,-0.00999999
78.7,,0.133151262998581,0.133151262998581,0.69999933,0
78.8,,0.033513762056828,0.033513762056828,0.69999933,0
78.9,,-0.007883051410317,-0.007883051410317,0,0
79,,-0.074373789131641,-0.074373789131641,0,0
79.1,,-0.067076280713081,-0.067076280713081,0,0
79.2,,0.141389638185501,0.141389638185501,0.78999925,0.00999999
79.3,,0.051303770393133,0.051303770393133,0.78999925,0.00999999
79.4,,0.206339657306671,0.206339657306671,0.089999914,0.00999999
79.5,,0.086939036846161,0.086939036846161,0.089999914,0.00999999
79.6,,-0.022349011152983,-0.022349011152983,0.089999914,0.00999999
79.7,,-0.038532536476851,-0.038532536476851,0.089999914,0.00999999
79.8,,0.60158371925354,0.60158371925354,0.8800015,0.02000001
79.9,,0.303792327642441,0.303792327642441,0.8800015,0.02000001
80,,0.344869196414947,0.344869196414947,0.1800001,0.02000001
80.1,,0.162944197654724,0.162944197654724,0.1800001,0.02000001
80.2,,0.267591923475265,0.267591923475265,0.1800001,0.02000001
80.3,,0.316838651895523,0.316838651895523,0.1800001,0.02000001
80.4,,0.352027148008347,0.352027148008347,0.1800001,0.02000001
80.5,,0.166871458292007,0.166871458292007,0.1800001,0.02000001
80.6,,0.269746631383896,0.269746631383896,0.1800001,0.02000001
80.7,,0.121727705001831,0.121727705001831,0.1800001,0.02000001
80.8,,0.244978219270706,0.244978219270706,-0.6100015,0.00999999
80.9,,-0.140101864933968,-0.140101864933968,-0.6100015,0.00999999
81,,0.101323671638966,0.101323671638966,0.089999914,0.00999999
81.1,,0.029321309179068,0.029321309179068,0.089999914,0.00999999
81.2,,0.194278836250305,0.194278836250305,0.089999914,0.00999999
81.3,,0.080321788787842,0.080321788787842,0.089999914,0.00999999
81.4,,-0.243711680173874,-0.243711680173874,-0.69999933,0
81.5,,0.057747423648834,0.057747423648834,-0.69999933,0
81.6,,-0.00785706192255,-0.00785706192255,0,0
81.7,,-0.030581431463361,-0.030581431463361,-0.78999925,-0.00999999
81.8,,0.161412790417671,0.161412790417671,-0.78999925,-0.00999999
81.9,,-0.185950592160225,-0.185950592160225,-0.089999914,-0.00999999
82,,-0.141563609242439,-0.141563609242439,-0.089999914,-0.00999999
82.1,,-0.330741703510284,-0.330741703510284,-0.87999916,-0.01999998
