time,meas,ref,error,pid_p,pid_i,pid_d,pid_pd,u
0,0.050000000745058,0.5,0.449999999254942,4.05000019073486,-0.007500000763685,70,74.0500001907349,74.0425001899712
0.311389923095703,0.050000000745058,0.5,0.449999999254942,4.05000019073486,0.026249999180436,0,4.05000019073486,4.0762501899153
0.311403751373291,0.050000000745058,0.5,0.449999999254942,4.05000019073486,0.059999998658896,0,4.05000019073486,4.11000018939376
0.311409473419189,0.050000000745058,0.5,0.449999999254942,4.05000019073486,0.09375,0,4.05000019073486,4.14375019073486
0.377129793167114,0.03999999910593,0.5,0.46000000089407,4.1399998664856,0.128250002861023,1.40000021457672,5.54000008106232,5.66825008392334
0.477222919464111,0.050000000745058,0.5,0.449999999254942,4.05000019073486,0.162000000476837,-1.40000021457672,2.64999997615814,2.81199997663498
0.577679872512817,0.050000000745058,0.5,0.449999999254942,4.05000019073486,0.195749998092651,0,4.05000019073486,4.24575018882751
0.676817178726196,0.050000000745058,0.5,0.449999999254942,4.05000019073486,0.229499995708466,0,4.05000019073486,4.27950018644333
0.776973247528076,0.059999998658896,0.5,0.440000001341105,3.96000003814697,0.262499988079071,-1.39999973773956,2.56000030040741,2.82250028848648
0.877134084701538,0.059999998658896,0.5,0.440000001341105,3.96000003814697,0.295500010251999,0,3.96000003814697,4.25550004839897
0.977166652679443,0.070000000298023,0.5,0.429999999701977,3.86999988555908,0.327749997377396,-1.40000021457672,2.46999967098236,2.79774966835976
1.07724285125732,0.079999998211861,0.5,0.420000001788139,3.77999997138977,0.359250009059906,-1.39999973773956,2.38000023365021,2.73925024271011
1.17753672599792,0.079999998211861,0.5,0.420000001788139,3.77999997138977,0.390749990940094,0,3.77999997138977,4.17074996232986
1.27748584747314,0.090000003576279,0.5,0.409999996423721,3.69000005722046,0.421499997377396,-1.40000081062317,2.28999924659729,2.71149924397469
1.37730646133423,0.100000001490116,0.5,0.399999998509884,3.59999990463257,0.451499998569488,-1.39999973773956,2.20000016689301,2.65150016546249
1.47755527496338,0.119999997317791,0.5,0.380000002682209,3.42000007629395,0.479999989271164,-2.79999947547913,0.620000600814819,1.10000059008598
1.57752513885498,0.129999995231628,0.5,0.370000004768372,3.32999992370605,0.507749974727631,-1.39999973773956,1.93000018596649,2.43775016069412
1.67999267578125,0.140000000596046,0.5,0.359999999403954,3.24000000953674,0.534749984741211,-1.40000081062317,1.83999919891357,2.37474918365479
1.78280735015869,0.150000005960464,0.5,0.349999994039535,3.14999985694885,0.560999989509583,-1.40000081062317,1.74999904632568,2.31099903583527
1.87837529182434,0.159999996423721,0.5,0.340000003576279,3.05999994277954,0.586499989032745,-1.39999866485596,1.66000127792358,2.24650126695633
1.98048496246338,0.170000001788139,0.5,0.329999998211861,2.97000002861023,0.611249983310699,-1.40000081062317,1.56999921798706,2.18124920129776
2.07838344573975,0.180000007152557,0.5,0.319999992847443,2.87999987602234,0.635249972343445,-1.40000081062317,1.47999906539917,2.11524903774261
2.17880368232727,0.180000007152557,0.5,0.319999992847443,2.87999987602234,0.659250020980835,0,2.87999987602234,3.53924989700317
2.27796268463135,0.189999997615814,0.5,0.310000002384186,2.78999996185303,0.682500004768372,-1.39999866485596,1.39000129699707,2.07250130176544
2.38064479827881,0.200000002980232,0.5,0.299999997019768,2.70000004768372,0.704999983310699,-1.40000081062317,1.29999923706055,2.00499922037125
2.47851777076721,0.200000002980232,0.5,0.299999997019768,2.70000004768372,0.727500021457672,0,2.70000004768372,3.42750006914139
2.5783097743988,0.209999993443489,0.5,0.290000006556511,2.6100001335144,0.749249994754791,-1.39999866485596,1.21000146865845,1.95925146341324
2.67835211753845,0.209999993443489,0.5,0.290000006556511,2.6100001335144,0.771000027656555,0,2.6100001335144,3.38100016117096
2.77850151062012,0.219999998807907,0.5,0.280000001192093,2.51999998092651,0.791999995708466,-1.40000081062317,1.11999917030334,1.91199916601181
2.87923097610474,0.180000007152557,0.5,0.319999992847443,2.87999987602234,0.815999984741211,5.59999895095825,8.47999882698059,9.2959988117218
2.97856760025024,0.189999997615814,0.5,0.310000002384186,2.78999996185303,0.839250028133392,-1.39999866485596,1.39000129699707,2.22925132513046
3.07931971549988,0.189999997615814,0.5,0.310000002384186,2.78999996185303,0.862500011920929,0,2.78999996185303,3.65249997377396
3.18444490432739,0.200000002980232,0.5,0.299999997019768,2.70000004768372,0.884999990463257,-1.40000081062317,1.29999923706055,2.1849992275238
3.28232097625732,0.200000002980232,0.5,0.299999997019768,2.70000004768372,0.907499969005585,0,2.70000004768372,3.6075000166893
3.37934041023254,0.209999993443489,0.5,0.290000006556511,2.6100001335144,0.929250001907349,-1.39999866485596,1.21000146865845,2.1392514705658
3.48248744010925,0.209999993443489,0.5,0.290000006556511,2.6100001335144,0.950999975204468,0,2.6100001335144,3.56100010871887
3.58802938461304,0.219999998807907,0.5,0.280000001192093,2.51999998092651,0.972000002861023,-1.40000081062317,1.11999917030334,2.09199917316437
3.68693661689758,0.230000004172325,0.5,0.269999995827675,2.4300000667572,0.992250025272369,-1.40000081062317,1.02999925613403,2.0222492814064
3.79139471054077,0.230000004172325,0.5,0.269999995827675,2.4300000667572,1.01250004768372,0,2.4300000667572,3.44250011444092
3.89514327049255,0.239999994635582,0.5,0.260000005364418,2.34000015258789,1.03199994564056,-1.39999866485596,0.940001487731934,1.9720014333725
3.99637293815613,0.25,0.5,0.25,2.25,1.05075001716614,-1.40000081062317,0.849999189376831,1.90074920654297
4.10141158103943,0.25,0.5,0.25,2.25,1.06949996948242,0,2.25,3.31949996948242
