time,ref,meas,u,target_h
0.0,0.0,-0.00019724068988580257,0.0275929756462574,0.0
0.01,0.559422,-0.0005748534458689392,0.19627919793128967,0.0
0.02,0.559422,-0.0010937706101685762,0.5869563817977905,0.000559422
0.03,0.559422,-0.0017242440953850746,0.8844358921051025,0.0016441413
0.04,0.559422,-0.0024425804149359465,1.1213730573654175,0.0032215551
0.05,0.559422,-0.003210504772141576,1.5041193962097168,0.005260525
0.06,0.559422,-0.0040136659517884254,1.647629737854004,0.0077313175
0.07,0.559422,-0.004838168621063232,1.7865859270095825,0.010605553
0.08,0.559422,-0.005671587772667408,1.9108355045318604,0.013856151
0.09,0.559422,-0.006494789384305477,2.1021761894226074,0.01745728
0.1,0.559422,-0.007297596428543329,2.203944206237793,0.021384304
0.11,0.559422,-0.008074289187788963,2.261141061782837,0.025613746
0.12,0.559422,-0.008818073198199272,2.3290855884552,0.03012323
0.13,0.559422,-0.009514892473816872,2.469653367996216,0.03489144
0.14,0.559422,-0.01016539428383112,2.4631705284118652,0.039898094
0.15,0.559422,-0.010760470293462276,2.5542612075805664,0.045123868
0.16,0.559422,-0.011300346814095974,2.5519931316375732,0.050550394
0.17,0.559422,-0.011776817962527275,2.6340525150299072,0.056160204
0.18,0.559422,-0.012182474136352539,2.7081491947174072,0.061936684
0.19,0.559422,-0.01252112165093422,2.670088529586792,0.06786406
0.2,0.559422,-0.012790817767381668,2.689512252807617,0.07392735
0.21,0.559422,-0.012988531962037086,2.719820976257324,0.08011234
0.22,0.559422,-0.013107872568070889,2.7837414741516113,0.08640554
0.23,0.559422,-0.013150335289537907,2.768773078918457,0.092794165
0.24,0.559422,-0.013123529963195324,2.69268536567688,0.0992661
0.25,0.559422,-0.013021135702729225,2.7558836936950684,0.105809875
0.26,0.559422,-0.012840569019317627,2.7817306518554688,0.112414636
0.27,0.559422,-0.012579705566167831,2.802963972091675,0.11907011
0.28,0.559422,-0.012241723015904427,2.7711877822875977,0.12576662
0.29,0.559422,-0.0118279829621315,2.7575762271881104,0.13249499
0.3,0.559422,-0.011335920542478561,2.783222198486328,0.13924658
0.31,0.559422,-0.010760224424302578,2.836339235305786,0.14601326
0.32,0.559422,-0.010107673704624176,2.7685422897338867,0.15278734
0.33,0.559422,-0.00937639269977808,2.7873058319091797,0.15956162
0.34,0.559422,-0.008564169518649578,2.80942440032959,0.1663293
0.35000000000000003,0.559422,-0.007672752253711224,2.7919373512268066,0.17308399
0.36,0.559422,-0.006705188192427158,2.7614693641662598,0.17981976
0.37,0.559422,-0.005662738811224699,2.748852491378784,0.18653098
0.38,0.559422,-0.0045427363365888596,2.775533676147461,0.19321242
0.39,0.559422,-0.00334978592582047,2.729477882385254,0.19985919
0.4,0.559422,-0.0020829346030950546,2.7390103340148926,0.2064667
0.41000000000000003,0.559422,-0.0007415862055495381,2.7449703216552734,0.21303073
0.42,0.559422,0.000673767295666039,2.740051031112671,0.2195473
0.43,0.559422,0.0021585882641375065,2.6946732997894287,0.22601275
0.44,0.559422,0.003707424271851778,2.6401524543762207,0.23242368
0.45,0.559422,0.005320168565958738,2.639084577560425,0.23877697
0.46,0.559422,0.006997923366725445,2.6501059532165527,0.24506968
0.47000000000000003,0.559422,0.008736880496144295,2.612022638320923,0.2512992
0.48,0.559422,0.010536127723753452,2.6029012203216553,0.25746307
0.49,0.559422,0.012402765452861786,2.6739070415496826,0.26355907
0.5,0.559422,0.014334277249872684,2.648735761642456,0.26958516
0.51,0.559422,0.016327207908034325,2.614192485809326,0.27553952
0.52,0.559422,0.018373854458332062,2.5371596813201904,0.2814205
0.53,0.559422,0.020475279539823532,2.547783136367798,0.28722665
0.54,0.559422,0.022632813081145287,2.5610880851745605,0.2929566
0.55,0.559422,0.024847816675901413,2.5747053623199463,0.29860923
0.56,0.559422,0.027119822800159454,2.570011615753174,0.3041835
0.5700000000000001,0.559422,0.029449855908751488,2.5802693367004395,0.30967855
0.58,0.559422,0.03183110058307648,2.512139320373535,0.31509367
0.59,0.559422,0.03426194563508034,2.495971441268921,0.3204282
0.6,0.559422,0.036742549389600754,2.4976158142089844,0.32568166
0.61,0.559422,0.03927731513977051,2.541614532470703,0.3308536
0.62,0.559422,0.041861873120069504,2.4979100227355957,0.33594385
0.63,0.559422,0.04450153931975365,2.551084280014038,0.34095216
0.64,0.559422,0.04719261825084686,2.5141286849975586,0.34587842
0.65,0.559422,0.0499364472925663,2.527484893798828,0.35072264
0.66,0.559422,0.05272526293992996,2.449863910675049,0.35548493
0.67,0.559422,0.05556425824761391,2.5018293857574463,0.36016542
0.68,0.559422,0.05845383182168007,2.505782127380371,0.3647643
0.6900000000000001,0.559422,0.06139547377824783,2.5206570625305176,0.36928195
0.7000000000000001,0.559422,0.06438470631837845,2.47590708732605,0.37371865
0.71,0.559422,0.0674203410744667,2.4640378952026367,0.37807485
0.72,0.559422,0.07050253450870514,2.4655652046203613,0.38235107
0.73,0.559422,0.07363355159759521,2.488215208053589,0.38654774
0.74,0.559422,0.07680929452180862,2.4473142623901367,0.3906655
0.75,0.559422,0.08003375679254532,2.4871809482574463,0.39470497
0.76,0.559422,0.08330073952674866,2.425217866897583,0.39866677
0.77,0.559422,0.08661550283432007,2.477806568145752,0.4025516
0.78,0.559422,0.08997443318367004,2.4416728019714355,0.40636024
0.79,0.559422,0.09338321536779404,2.498516082763672,0.4100934
0.8,0.559422,0.09683318436145782,2.411822557449341,0.4137519
0.81,0.559422,0.10032688081264496,2.437317132949829,0.41733658
0.8200000000000001,0.559422,0.10386049002408981,2.3990776538848877,0.42084825
