time,ref,meas,u,target_h
0.0,0.0,-0.00020224069885443896,0.0275929756462574,0.0
0.01,0.95603424,-0.0005898534436710179,0.19627919793128967,0.0
0.02,0.95603424,-0.001119026681408286,0.6343944668769836,0.00028681027
0.03,0.95603424,-0.001760956714861095,0.9224328994750977,0.0008517405
0.04,0.95603424,-0.002490075770765543,1.1781096458435059,0.0016862776
0.05,0.95603424,-0.0032756729051470757,1.4852180480957031,0.002782083
0.06,0.95603424,-0.004097874742001295,1.6839548349380493,0.00413099
0.07,0.95603424,-0.00493756216019392,1.8751407861709595,0.0057250005
0.08,0.95603424,-0.005782250314950943,1.9999938011169434,0.0075562834
0.09,0.95603424,-0.006611992605030537,2.1994566917419434,0.009617171
0.1,0.95603424,-0.007415757980197668,2.30976939201355,0.011900158
0.11,0.95603424,-0.008183687925338745,2.408360004425049,0.014397895
0.12,0.95603424,-0.008903668262064457,2.529496431350708,0.017103191
0.13,0.95603424,-0.00957125797867775,2.5739059448242188,0.020009007
0.14,0.95603424,-0.010176307521760464,2.675400733947754,0.023108456
0.15,0.95603424,-0.0107134273275733,2.729297637939453,0.026394801
0.16,0.95603424,-0.011184674687683582,2.708721876144409,0.029861446
0.17,0.95603424,-0.011575253680348396,2.856685161590576,0.03350194
0.18,0.95603424,-0.011885472573339939,2.8536012172698975,0.037309986
0.19,0.95603424,-0.012120862491428852,2.7982828617095947,0.041279405
0.2,0.95603424,-0.012274221517145634,2.8703105449676514,0.045404166
0.21,0.95603424,-0.012336060404777527,2.9651999473571777,0.049678374
0.22,0.95603424,-0.012311236001551151,2.9166347980499268,0.054096263
0.23,0.95603424,-0.0121938306838274,2.97581148147583,0.0586522
0.24,0.95603424,-0.011983637697994709,2.977879047393799,0.06334067
0.25,0.95603424,-0.011681588366627693,2.968560218811035,0.068156295
0.26,0.95603424,-0.011288966052234173,2.9557344913482666,0.07309381
0.27,0.95603424,-0.010800447314977646,3.008960008621216,0.07814809
0.28,0.95603424,-0.010221408680081367,2.95520281791687,0.0833141
0.29,0.95603424,-0.009546780027449131,3.0058977603912354,0.08858695
0.3,0.95603424,-0.008771821856498718,3.0532925128936768,0.09396185
0.31,0.95603424,-0.007904788479208946,2.9707493782043457,0.09943412
0.32,0.95603424,-0.006946989335119724,2.9576637744903564,0.10499921
0.33,0.95603424,-0.0058902557939291,3.039344072341919,0.11065265
0.34,0.95603424,-0.00474032387137413,2.9819817543029785,0.1163901
0.35000000000000003,0.95603424,-0.0034953104332089424,3.0008156299591064,0.12220732
0.36,0.95603424,-0.0021536746062338352,3.016223907470703,0.12810017
0.37,0.95603424,-0.0007135443156585097,3.034945011138916,0.13406463
0.38,0.95603424,0.0008262163028120995,3.0463039875030518,0.14009674
0.39,0.95603424,0.002463390352204442,3.0241332054138184,0.14619265
0.4,0.95603424,0.004195680841803551,3.0011651515960693,0.15234865
0.41000000000000003,0.95603424,0.006025981158018112,3.030099391937256,0.15856108
0.42,0.95603424,0.00795548502355814,3.0420331954956055,0.16482638
0.43,0.95603424,0.009982889518141747,3.029008388519287,0.17114107
0.44,0.95603424,0.012105842120945454,3.005478620529175,0.1775018
0.45,0.95603424,0.014325478114187717,3.0168352127075195,0.18390526
0.46,0.95603424,0.016636328771710396,2.962143659591675,0.19034825
0.47000000000000003,0.95603424,0.01904377155005932,3.015921115875244,0.19682768
0.48,0.95603424,0.021549167111516,3.0295372009277344,0.20334047
0.49,0.95603424,0.024150973185896873,3.014089345932007,0.20988369
0.5,0.95603424,0.02685040608048439,3.026282787322998,0.21645445
0.51,0.95603424,0.02964637242257595,3.015321969985962,0.22304997
0.52,0.95603424,0.03253253549337387,2.951975107192993,0.22966751
0.53,0.95603424,0.03552068769931793,3.0698719024658203,0.23630445
0.54,0.95603424,0.03860558569431305,3.0174624919891357,0.24295819
0.55,0.95603424,0.041788920760154724,3.0343878269195557,0.24962623
0.56,0.95603424,0.0450684130191803,3.0115833282470703,0.25630617
0.5700000000000001,0.95603424,0.048448916524648666,3.060107707977295,0.26299563
0.58,0.95603424,0.05191873013973236,2.9430787563323975,0.2696923
0.59,0.95603424,0.0554836168885231,3.0007576942443848,0.27639398
0.6,0.95603424,0.05914241820573807,2.989138126373291,0.28309852
0.61,0.95603424,0.06290002912282944,3.038107395172119,0.28980377
0.62,0.95603424,0.06675159186124802,2.989466905593872,0.29650778
0.63,0.95603424,0.07070115208625793,3.029982566833496,0.30320847
0.64,0.95603424,0.07474328577518463,2.9757721424102783,0.30990404
0.65,0.95603424,0.07888370752334595,3.0328612327575684,0.31659254
0.66,0.95603424,0.08312015235424042,3.010237693786621,0.32327226
0.67,0.95603424,0.08745445311069489,3.0285487174987793,0.3299414
0.68,0.95603424,0.09188076853752136,2.9701664447784424,0.33659828
0.6900000000000001,0.95603424,0.09640728682279587,3.0520031452178955,0.34324127
0.7000000000000001,0.95603424,0.10102548450231552,2.9667820930480957,0.34986883
0.71,0.95603424,0.10574084520339966,3.02164888381958,0.3564794
0.72,0.95603424,0.11054549366235733,2.9429001808166504,0.36307156
0.73,0.95603424,0.11544705182313919,3.019069194793701,0.3696438
0.74,0.95603424,0.12044087797403336,2.9726874828338623,0.3761948
0.75,0.95603424,0.12553063035011292,3.0092344284057617,0.38272324
0.76,0.95603424,0.13070538640022278,2.9000301361083984,0.3892278
0.77,0.95603424,0.13597755134105682,3.024090051651001,0.39570728
0.78,0.95603424,0.14134132862091064,2.9662365913391113,0.40216047
0.79,0.95603424,0.14679904282093048,2.9892396926879883,0.4085862
