# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.910029272363204300e-02,4.344658296674734355e-01,4.635661223911055062e-01,4.635661223911054840e+00,3.476745917933291713e-02,0.000000000000000000e+00,4.635661223911054840e+00,4.670428683090388056e+00
-2.427182716173514193e-02,4.344658296674734355e-01,4.587376568292085843e-01,4.587376568292086176e+00,6.917278344152356928e-02,-1.931386224758768755e-01,4.394237945816209745e+00,4.463410729257732967e+00
1.241521714736415483e-02,4.344658296674734355e-01,4.220506125201092806e-01,4.220506125201092473e+00,1.008265793805317723e-01,-1.467481772363972148e+00,2.753024352837120325e+00,2.853850932217651959e+00
6.486524223326503580e-02,4.344658296674734355e-01,3.696005874342084274e-01,3.696005874342084496e+00,1.285466234380973904e-01,-2.098001003436034129e+00,1.598004870906050368e+00,1.726551494344147564e+00
1.218052537172324423e-01,4.344658296674734355e-01,3.126605759502409931e-01,3.126605759502409931e+00,1.519961666343654649e-01,-2.277600459358697371e+00,8.490053001437125602e-01,1.001001466778077997e+00
1.759797513236056876e-01,4.344658296674734355e-01,2.584860783438677201e-01,2.584860783438677423e+00,1.713826225101555689e-01,-2.166979904254930922e+00,4.178808791837465009e-01,5.892635016939022918e-01
2.232713554015430257e-01,4.344658296674734355e-01,2.111944742659304097e-01,2.111944742659304097e+00,1.872222080801003441e-01,-1.891664163117492414e+00,2.202805795418116830e-01,4.075027876219121659e-01
2.618624588103245499e-01,4.344658296674734355e-01,1.726033708571488856e-01,1.726033708571488745e+00,2.001674608943865286e-01,-1.543644136351260965e+00,1.823895722202277803e-01,3.825570331146144198e-01
2.915036040048772925e-01,4.344658296674734355e-01,1.429622256625961429e-01,1.429622256625961541e+00,2.108896278190812157e-01,-1.185645807782109706e+00,2.439764488438518342e-01,4.548660766629331054e-01
3.129178814206843851e-01,4.344658296674734355e-01,1.215479482467890504e-01,1.215479482467890504e+00,2.200057239375904083e-01,-8.565710966322837017e-01,3.589083858356068024e-01,5.789141097731971275e-01
3.273457713888485165e-01,4.344658296674734355e-01,1.071200582786249189e-01,1.071200582786249189e+00,2.280397283084872606e-01,-5.771155987265652598e-01,4.940849840596839293e-01,7.221247123681711066e-01
3.362193799353194179e-01,4.344658296674734355e-01,9.824644973215401755e-02,9.824644973215401755e-01,2.354082120383987897e-01,-3.549443418588360544e-01,6.275201554627041212e-01,8.629283675011030219e-01
3.409467436114264061e-01,4.344658296674734355e-01,9.351908605604702940e-02,9.351908605604702940e-01,2.424221434926023266e-01,-1.890945470442795262e-01,7.460963135161907678e-01,9.885184570087930389e-01
3.427837633122463590e-01,4.344658296674734355e-01,9.168206635522707648e-02,9.168206635522707648e-01,2.492982984692443393e-01,-7.348078803279811666e-02,8.433398755194726482e-01,1.092638173988716987e+00
