# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.512232044038550438e-02,7.756381148721207541e-01,8.107604353125063001e-01,8.107604353125063668e+00,6.080703264843798084e-02,0.000000000000000000e+00,8.107604353125063668e+00,8.168411385773501010e+00
1.274180158966433524e-02,7.756381148721207541e-01,7.628963132824564397e-01,7.628963132824564397e+00,1.180242561446222249e-01,-1.914564881201994417e+00,5.714398251622569980e+00,5.832422507767192066e+00
1.202324773100864330e-01,7.756381148721207541e-01,6.554056375620342934e-01,6.554056375620342934e+00,1.671796789617747969e-01,-4.299627028816885854e+00,2.254429346803457079e+00,2.421609025765231848e+00
2.532415719008611621e-01,7.756381148721207541e-01,5.223965429712595920e-01,5.223965429712595920e+00,2.063594196846192386e-01,-5.320363783630988053e+00,-9.639835391839213230e-02,1.099610657662273283e-01
3.886526057619985597e-01,7.756381148721207541e-01,3.869855091101221944e-01,3.869855091101221944e+00,2.353833328678783809e-01,-5.416441354445495904e+00,-1.546586263344273959e+00,-1.311202930476395245e+00
5.122539389310722946e-01,7.756381148721207541e-01,2.633841759410484595e-01,2.633841759410484595e+00,2.551371460634569988e-01,-4.944053326762949396e+00,-2.310211567352464801e+00,-2.055074421289007969e+00
6.166068564999562795e-01,7.756381148721207541e-01,1.590312583721644746e-01,1.590312583721644746e+00,2.670644904413693177e-01,-4.174116702755359398e+00,-2.583804119033714652e+00,-2.316739628592345390e+00
6.990947063956172158e-01,7.756381148721207541e-01,7.654340847650353830e-02,7.654340847650353830e-01,2.728052460771070997e-01,-3.299513995826437451e+00,-2.534079911061402068e+00,-2.261274664984294969e+00
7.602721382541354211e-01,7.756381148721207541e-01,1.536597661798533299e-02,1.536597661798533299e-01,2.739576943234560136e-01,-2.447097274340728212e+00,-2.293437508160875105e+00,-2.019479813837418813e+00
8.025571005869798213e-01,7.756381148721207541e-01,-2.691898571485906722e-02,-2.691898571485906722e-01,2.719387703948416002e-01,-1.691398493313776008e+00,-1.960588350462366680e+00,-1.688649580067524969e+00
8.292578957318492705e-01,7.756381148721207541e-01,-5.361978085972851638e-02,-5.361978085972851638e-01,2.679172868303619781e-01,-1.068031805794777966e+00,-1.604229614392063130e+00,-1.336312327561701263e+00
8.438978962138020679e-01,7.756381148721207541e-01,-6.825978134168131373e-02,-6.825978134168131373e-01,2.627978032297358935e-01,-5.856000192781118940e-01,-1.268197832694925031e+00,-1.005400029465189249e+00
8.497862250138032980e-01,7.756381148721207541e-01,-7.414811014168254388e-02,-7.414811014168254388e-01,2.572366949691097249e-01,-2.355331520000492063e-01,-9.770142534168746451e-01,-7.197775584477649202e-01
