# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.299595854014524682e-02,3.467686971098509763e-01,3.797646556499962300e-01,3.797646556499962411e+00,2.848234917374972003e-02,0.000000000000000000e+00,3.797646556499962411e+00,3.826128905673712222e+00
-4.444620651253596705e-02,3.467686971098509763e-01,3.912149036223869225e-01,3.912149036223869114e+00,5.782346694542873228e-02,4.580099188956276990e-01,4.370158955119496369e+00,4.427982422064925316e+00
-2.833220875326003182e-02,3.467686971098509763e-01,3.751009058631110116e-01,3.751009058631110005e+00,8.595603488516206925e-02,-6.445599103710364375e-01,3.106449148260073567e+00,3.192405183145235803e+00
2.990262348485660943e-03,3.467686971098509763e-01,3.437784347613653257e-01,3.437784347613653146e+00,1.117394174922644590e-01,-1.252898844069827433e+00,2.184885503543825713e+00,2.296624921036090061e+00
4.056340417160965439e-02,3.467686971098509763e-01,3.062052929382413358e-01,3.062052929382413247e+00,1.347048144626325772e-01,-1.502925672924959599e+00,1.559127256457453647e+00,1.693832070920086252e+00
7.835928821495191654e-02,3.467686971098509763e-01,2.684094088948990597e-01,2.684094088948990375e+00,1.548355201297499928e-01,-1.511835361733691041e+00,1.172258727215299334e+00,1.327094247345049549e+00
1.127105362427620605e-01,3.467686971098509763e-01,2.340581608670889158e-01,2.340581608670889047e+00,1.723898821947816573e-01,-1.374049921112405759e+00,9.665316875584832879e-01,1.138921569753264862e+00
1.417354214791222700e-01,3.467686971098509763e-01,2.050332756307287063e-01,2.050332756307287063e+00,1.877673778670863047e-01,-1.160995409454408378e+00,8.893373468528786852e-01,1.077104724719964768e+00
1.648157754736995217e-01,3.467686971098509763e-01,1.819529216361514545e-01,1.819529216361514656e+00,2.014138469897976680e-01,-9.232141597830900714e-01,8.963150565784245849e-01,1.097728903568222059e+00
1.821578400149763965e-01,3.467686971098509763e-01,1.646108570948745797e-01,1.646108570948745742e+00,2.137596612719132594e-01,-6.936825816510749920e-01,9.524259892976707498e-01,1.166185650569584009e+00
1.944461825729665028e-01,3.467686971098509763e-01,1.523225145368844735e-01,1.523225145368844791e+00,2.251838498621795970e-01,-4.915337023196042487e-01,1.031691443049240542e+00,1.256875292911420194e+00
2.025876995710882145e-01,3.467686971098509763e-01,1.441809975387627618e-01,1.441809975387627674e+00,2.359974246775867757e-01,-3.256606799248684680e-01,1.116149295462759206e+00,1.352146720140345870e+00
2.075351052816307718e-01,3.467686971098509763e-01,1.392335918282202045e-01,1.392335918282201934e+00,2.464399440647032924e-01,-1.978962284217022916e-01,1.194439689860499643e+00,1.440879633925203018e+00
2.101757288424427605e-01,3.467686971098509763e-01,1.365929682674082157e-01,1.365929682674082102e+00,2.566844166847589426e-01,-1.056249424324795516e-01,1.260304740241602550e+00,1.516989156926361604e+00
2.112706654835357634e-01,3.467686971098509763e-01,1.354980316263152129e-01,1.354980316263152185e+00,2.668467690567325468e-01,-4.379746564372011264e-02,1.311182850619432072e+00,1.578029619676164508e+00
