# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.052396645416344256e-02,5.446266221991848955e-01,5.141026557450214529e-01,5.141026557450214085e+00,3.855769918087661313e-02,0.000000000000000000e+00,5.141026557450214085e+00,5.179584256631090788e+00
1.204584325175341308e-01,5.446266221991848955e-01,4.241681896816507646e-01,4.241681896816507980e+00,7.037031340700042326e-02,-3.597378642534827531e+00,6.443032542816804487e-01,7.146735676886808442e-01
2.251542913006879809e-01,5.446266221991848955e-01,3.194723308984969146e-01,3.194723308984968924e+00,9.433073822438770017e-02,-4.187834351326153559e+00,-9.931110423411846355e-01,-8.987803041167969909e-01
3.284770040855701789e-01,5.446266221991848955e-01,2.161496181136147166e-01,2.161496181136147055e+00,1.105419595829087998e-01,-4.132908511395287476e+00,-1.971412330259140422e+00,-1.860870370676231733e+00
4.208056702065864352e-01,5.446266221991848955e-01,1.238209519925984603e-01,1.238209519925984603e+00,1.198285309823536732e-01,-3.693146644840650250e+00,-2.454937124914665425e+00,-2.335108593932312182e+00
4.973979074311759008e-01,5.446266221991848955e-01,4.722871476800899471e-02,4.722871476800899471e-01,1.233706845899543436e-01,-3.063689488983578624e+00,-2.591402341303488566e+00,-2.468031656713534083e+00
5.569244851315263700e-01,5.446266221991848955e-01,-1.229786293234147454e-02,-1.229786293234147454e-01,1.224483448700287302e-01,-2.381063108014018770e+00,-2.504041737337433737e+00,-2.381593392467404868e+00
6.002497859500991462e-01,5.446266221991848955e-01,-5.562316375091425069e-02,-5.562316375091425069e-01,1.182766075887101698e-01,-1.733012032742911046e+00,-2.289243670252053775e+00,-2.170967062663343494e+00
6.294800731849348185e-01,5.446266221991848955e-01,-8.485345098574992306e-02,-8.485345098574992306e-01,1.119125987647789366e-01,-1.169211489393426895e+00,-2.017745999250926126e+00,-1.905833400486147244e+00
6.472666834578053585e-01,5.446266221991848955e-01,-1.026400612586204630e-01,-1.026400612586204630e+00,1.042145941703824102e-01,-7.114644109148215989e-01,-1.737865023501026229e+00,-1.633650429330643750e+00
6.563314464802657566e-01,5.446266221991848955e-01,-1.117048242810808611e-01,-1.117048242810808611e+00,9.583673234930134566e-02,-3.625905208984159245e-01,-1.479638763709224536e+00,-1.383802031359923301e+00
6.591728462320233239e-01,5.446266221991848955e-01,-1.145462240328384285e-01,-1.145462240328384285e+00,8.724576554683846630e-02,-1.136559900703026926e-01,-1.259118230398686977e+00,-1.171872464851848594e+00
6.579101783781586832e-01,5.446266221991848955e-01,-1.132835561789737877e-01,-1.132835561789737877e+00,7.874949883341542112e-02,5.050671415458563018e-02,-1.082328847635152247e+00,-1.003579348801736826e+00
6.542263740791730564e-01,5.446266221991848955e-01,-1.095997518799881609e-01,-1.095997518799881609e+00,7.052951744241631182e-02,1.473521719594250712e-01,-9.486453468404565381e-01,-8.781158293980402263e-01
6.493760685291033452e-01,5.446266221991848955e-01,-1.047494463299184497e-01,-1.047494463299184497e+00,6.267330896767242532e-02,1.940122220027884481e-01,-8.534822412963960492e-01,-7.908089323287236239e-01
6.442323306986427189e-01,5.446266221991848955e-01,-9.960570849945782346e-02,-9.960570849945782346e-01,5.520288083021308856e-02,2.057495132184250508e-01,-7.903075717761531838e-01,-7.351046909459401091e-01
6.393522030016191016e-01,5.446266221991848955e-01,-9.472558080243420608e-02,-9.472558080243420608e-01,4.809846227003052727e-02,1.952051078809446949e-01,-7.520507001433973659e-01,-7.039522378733668040e-01
6.350472099687580751e-01,5.446266221991848955e-01,-9.042058776957317967e-02,-9.042058776957317967e-01,4.131691818731254157e-02,1.721997213144410566e-01,-7.320061563812907401e-01,-6.906892381939782055e-01
6.314499815968536156e-01,5.446266221991848955e-01,-8.682335939766872013e-02,-8.682335939766872013e-01,3.480516623248738201e-02,1.438891348761783817e-01,-7.243444591005088196e-01,-6.895392928680214029e-01
6.285720173391653454e-01,5.446266221991848955e-01,-8.394539513998044988e-02,-8.394539513998044988e-01,2.850926159698884826e-02,1.151185703075308098e-01,-7.243353810922736891e-01,-6.958261194952848339e-01
6.263504489294204891e-01,5.446266221991848955e-01,-8.172382673023559363e-02,-8.172382673023559363e-01,2.237997459222117874e-02,8.886273638979425016e-02,-7.283755309125616861e-01,-7.059955563203405005e-01
6.246835819993685757e-01,5.446266221991848955e-01,-8.005695980018368019e-02,-8.005695980018368019e-01,1.637570260720740481e-02,6.667467720207653770e-02,-7.338949207997602642e-01,-7.175192181925528212e-01
6.234561799302874574e-01,5.446266221991848955e-01,-7.882955773110256192e-02,-7.882955773110256192e-01,1.046348577737471128e-02,4.909608276324473053e-02,-7.391994945477808887e-01,-7.287360087704062295e-01
6.225560748163986302e-01,5.446266221991848955e-01,-7.792945261721373473e-02,-7.792945261721373473e-01,4.618776831083680826e-03,3.600420455555308763e-02,-7.432903216165842597e-01,-7.386715447855005667e-01
6.218839112975511618e-01,5.446266221991848955e-01,-7.725728909836626634e-02,-7.725728909836626634e-01,-1.175519851293789454e-03,2.688654075389873555e-02,-7.456863502297639279e-01,-7.468618700810577549e-01
