# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.013987809778990459e-02,5.612430448037246666e-01,5.411031667059347239e-01,5.411031667059347683e+00,4.058273750294510984e-02,0.000000000000000000e+00,5.411031667059347683e+00,5.451614404562293181e+00
7.805908013642252896e-02,5.612430448037246666e-01,4.831839646673021238e-01,4.831839646673021349e+00,7.682153485299275664e-02,-2.316768081545304003e+00,2.515071565127717346e+00,2.591893099980710158e+00
1.451603930700820499e-01,5.612430448037246666e-01,4.160826517336426167e-01,4.160826517336426278e+00,1.080277337330159682e-01,-2.684052517346380284e+00,1.476773999990045994e+00,1.584801733723061545e+00
2.113729032361919558e-01,5.612430448037246666e-01,3.498701415675327109e-01,3.498701415675327109e+00,1.342679943505808993e-01,-2.648500406644396232e+00,8.502010090309308765e-01,9.844690033815117758e-01
2.706932833313367981e-01,5.612430448037246666e-01,2.905497614723878685e-01,2.905497614723878463e+00,1.560592264610100033e-01,-2.372815203805793693e+00,5.326824109180847699e-01,6.887416373790946622e-01
3.201642596954923370e-01,5.612430448037246666e-01,2.410787851082323296e-01,2.410787851082323296e+00,1.741401353441274225e-01,-1.978839054566221556e+00,4.319487965161017407e-01,6.060889318602291631e-01
3.589593052734699752e-01,5.612430448037246666e-01,2.022837395302546915e-01,2.022837395302547137e+00,1.893114158088965437e-01,-1.551801823119105528e+00,4.710355721834416087e-01,6.603469879923382635e-01
3.876210006265907726e-01,5.612430448037246666e-01,1.736220441771338940e-01,1.736220441771338940e+00,2.023330691221815747e-01,-1.146467814124831897e+00,5.897526276465070438e-01,7.920856967686886740e-01
4.074667328426182511e-01,5.612430448037246666e-01,1.537763119611064155e-01,1.537763119611064155e+00,2.138662925192645614e-01,-7.938292886410991400e-01,7.439338309699650154e-01,9.578001234892294935e-01
4.201536461887577789e-01,5.612430448037246666e-01,1.410893986149668877e-01,1.410893986149668766e+00,2.244479974153870683e-01,-5.074765338455811126e-01,9.034174523040876537e-01,1.127865449719474666e+00
4.273823939273118655e-01,5.612430448037246666e-01,1.338606508764128011e-01,1.338606508764128122e+00,2.344875462311180603e-01,-2.891499095421634635e-01,1.049456599221964659e+00,1.283944145453082664e+00
