# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.990963343062624985e-02,4.904183117282521764e-01,5.303279451588783777e-01,5.303279451588783999e+00,3.977459588691588388e-02,0.000000000000000000e+00,5.303279451588783999e+00,5.343054047475700230e+00
-5.562042276524593876e-02,4.904183117282521764e-01,5.460387344934981568e-01,5.460387344934981790e+00,8.072750097392825119e-02,6.284315733847911645e-01,6.088818918319772955e+00,6.169546419293701511e+00
-3.886744428567906473e-02,4.904183117282521764e-01,5.292857560139312412e-01,5.292857560139312412e+00,1.204239326749730887e-01,-6.701191391826766264e-01,4.622738420956635785e+00,4.743162353631609207e+00
-3.914538648546544986e-03,4.904183117282521764e-01,4.943328503767987492e-01,4.943328503767987492e+00,1.574988964532330060e-01,-1.398116225485299680e+00,3.545212278282687812e+00,3.702711174735920707e+00
3.883378235719473631e-02,4.904183117282521764e-01,4.515845293710574193e-01,4.515845293710574637e+00,1.913677361560623125e-01,-1.709932840229653195e+00,2.805912453480921442e+00,2.997280189636983394e+00
8.232320888055540131e-02,4.904183117282521764e-01,4.080951028476967890e-01,4.080951028476968112e+00,2.219748688696395744e-01,-1.739577060934425212e+00,2.341373967542542900e+00,2.563348836412182585e+00
1.222144273892874500e-01,4.904183117282521764e-01,3.682038843389647265e-01,3.682038843389647376e+00,2.495901601950619164e-01,-1.595648740349282502e+00,2.086390103040364874e+00,2.335980263235426957e+00
1.562337521516233285e-01,4.904183117282521764e-01,3.341845595766288479e-01,3.341845595766288479e+00,2.746540021633090967e-01,-1.360772990493435142e+00,1.981072605272853338e+00,2.255726607436162379e+00
1.835786466095703506e-01,4.904183117282521764e-01,3.068396651186818258e-01,3.068396651186818147e+00,2.976669770472102350e-01,-1.093795778317880885e+00,1.974600872868937262e+00,2.272267849916147497e+00
2.044145231879284097e-01,4.904183117282521764e-01,2.860037885403237667e-01,2.860037885403237556e+00,3.191172611877345355e-01,-8.334350631343223625e-01,2.026602822268915194e+00,2.345720083456649618e+00
2.194759042221025025e-01,4.904183117282521764e-01,2.709424075061496739e-01,2.709424075061496850e+00,3.394379417506957486e-01,-6.024552413669637119e-01,2.106968833694533139e+00,2.446406775445228998e+00
2.297696566319784583e-01,4.904183117282521764e-01,2.606486550962737181e-01,2.606486550962737070e+00,3.589865908829162899e-01,-4.117500963950382342e-01,2.194736454567698836e+00,2.553723045450615015e+00
2.363689431176101141e-01,4.904183117282521764e-01,2.540493686106420901e-01,2.540493686106421123e+00,3.780402935287144328e-01,-2.639714594252651203e-01,2.276522226681156003e+00,2.654562520209870602e+00
2.402821584265900090e-01,4.904183117282521764e-01,2.501361533016621674e-01,2.501361533016621674e+00,3.968005050263391231e-01,-1.565286123591969059e-01,2.344832920657424769e+00,2.741633425683764003e+00
2.423800116136571037e-01,4.904183117282521764e-01,2.480383001145950728e-01,2.480383001145950672e+00,4.154033775349337265e-01,-8.391412748268378685e-02,2.396468873663266663e+00,2.811872251198200168e+00
2.433648909339557465e-01,4.904183117282521764e-01,2.470534207942964300e-01,2.470534207942964411e+00,4.339323840945059629e-01,-3.939517281194571119e-02,2.431139035131018922e+00,2.865071419225524885e+00
2.437687880677592012e-01,4.904183117282521764e-01,2.466495236604929753e-01,2.466495236604929531e+00,4.524310983690428833e-01,-1.615588535213818844e-02,2.450339351252791342e+00,2.902770449621834281e+00
2.439686933190305385e-01,4.904183117282521764e-01,2.464496184092216380e-01,2.464496184092216602e+00,4.709148197497344812e-01,-7.996210050853491680e-03,2.456499974041363110e+00,2.927414793791097480e+00
2.442110501294623981e-01,4.904183117282521764e-01,2.462072615987897783e-01,2.462072615987897617e+00,4.893803643696437167e-01,-9.694272417274385489e-03,2.452378343570623009e+00,2.941758707940267392e+00
2.446392976405464825e-01,4.904183117282521764e-01,2.457790140877056939e-01,2.457790140877056828e+00,5.078137904262216562e-01,-1.712990044336337725e-02,2.440660240433693673e+00,2.948474030859915551e+00
2.453205890814792733e-01,4.904183117282521764e-01,2.450977226467729031e-01,2.450977226467728975e+00,5.261961196247296746e-01,-2.725165763731163260e-02,2.423725568830417565e+00,2.949921688455146906e+00
2.462694010282130974e-01,4.904183117282521764e-01,2.441489107000390790e-01,2.441489107000390568e+00,5.445072879272325750e-01,-3.795247786935296297e-02,2.403536629131037827e+00,2.948043917058270402e+00
2.474669557667791842e-01,4.904183117282521764e-01,2.429513559614729923e-01,2.429513559614729701e+00,5.627286396243430522e-01,-4.790218954264346962e-02,2.381611370072086231e+00,2.944340009696429394e+00
2.488762142235591002e-01,4.904183117282521764e-01,2.415420975046930763e-01,2.415420975046930874e+00,5.808442969371950815e-01,-5.637033827119664053e-02,2.359050636775734233e+00,2.939894933712929426e+00
2.504527256387178435e-01,4.904183117282521764e-01,2.399655860895343329e-01,2.399655860895343551e+00,5.988417158939101093e-01,-6.306045660634973515e-02,2.336595404288993816e+00,2.935437120182903925e+00
2.521519118769551815e-01,4.904183117282521764e-01,2.382663998512969949e-01,2.382663998512970061e+00,6.167116958827574269e-01,-6.796744952949351770e-02,2.314696548983476543e+00,2.931408244866233748e+00
2.539334841851044189e-01,4.904183117282521764e-01,2.364848275431477576e-01,2.364848275431477465e+00,6.344480579484934601e-01,-7.126289232596949574e-02,2.293585383105507969e+00,2.928033441054001429e+00
2.557636945250432170e-01,4.904183117282521764e-01,2.346546172032089594e-01,2.346546172032089483e+00,6.520471542387341612e-01,-7.320841359755192457e-02,2.273337758434537559e+00,2.925384912673271831e+00
2.576160576129642998e-01,4.904183117282521764e-01,2.328022541152878766e-01,2.328022541152878766e+00,6.695073232973807187e-01,-7.409452351684331362e-02,2.253928017636035452e+00,2.923435340933416171e+00
2.594710777314691019e-01,4.904183117282521764e-01,2.309472339967830745e-01,2.309472339967830745e+00,6.868283658471394659e-01,-7.420080474019208339e-02,2.235271535227638662e+00,2.922099901074778128e+00
2.613154004819712162e-01,4.904183117282521764e-01,2.291029112462809603e-01,2.291029112462809714e+00,7.040110841906105366e-01,-7.377291002008456999e-02,2.217256202442725144e+00,2.921267286633335569e+00
2.631406997200562703e-01,4.904183117282521764e-01,2.272776120081959061e-01,2.272776120081958950e+00,7.210569050912252198e-01,-7.301196952340216484e-02,2.199764150558556786e+00,2.920821055649781783e+00
2.649425131358886798e-01,4.904183117282521764e-01,2.254757985923634966e-01,2.254757985923634855e+00,7.379675899856524834e-01,-7.207253663329638016e-02,2.182685449290338475e+00,2.920653039275991070e+00
2.667191605657305287e-01,4.904183117282521764e-01,2.236991511625216478e-01,2.236991511625216589e+00,7.547450263228414613e-01,-7.106589719367395475e-02,2.165925614431542634e+00,2.920670640754384095e+00
2.684708180243657871e-01,4.904183117282521764e-01,2.219474937038863893e-01,2.219474937038863782e+00,7.713910883506329697e-01,-7.006629834541033830e-02,2.149408638693453444e+00,2.920799727044086413e+00
2.701987763746914739e-01,4.904183117282521764e-01,2.202195353535607025e-01,2.202195353535607136e+00,7.879075535021500265e-01,-6.911833401302747149e-02,2.133077019522579665e+00,2.920984573024729691e+00
2.719048840765139752e-01,4.904183117282521764e-01,2.185134276517382013e-01,2.185134276517382013e+00,8.042960605760305359e-01,-6.824430807290005063e-02,2.116889968444481962e+00,2.921186029020512276e+00
2.735911556897911434e-01,4.904183117282521764e-01,2.168271560384610330e-01,2.168271560384610552e+00,8.205580972789150440e-01,-6.745086453108672941e-02,2.100820695853523823e+00,2.921378793132438645e+00
2.752595188556422601e-01,4.904183117282521764e-01,2.151587928726099164e-01,2.151587928726099275e+00,8.366950067443608141e-01,-6.673452663404466634e-02,2.084853402092054608e+00,2.921548408836415422e+00
2.769116697311070907e-01,4.904183117282521764e-01,2.135066419971450857e-01,2.135066419971450635e+00,8.527080048941466650e-01,-6.608603501859322549e-02,2.068980384952857410e+00,2.921688389847004075e+00
2.785490081262915196e-01,4.904183117282521764e-01,2.118693036019606568e-01,2.118693036019606346e+00,8.685982026642937726e-01,-6.549353580737715674e-02,2.053199500212229189e+00,2.921797702876522962e+00
2.801726271714907179e-01,4.904183117282521764e-01,2.102456845567614585e-01,2.102456845567614696e+00,8.843666290060510082e-01,-6.494476180796793230e-02,2.037512083759646764e+00,2.921878712765697994e+00
2.817833369655964315e-01,4.904183117282521764e-01,2.086349747626557449e-01,2.086349747626557338e+00,9.000142521132501461e-01,-6.442839176422854308e-02,2.021921355862328795e+00,2.921935607975578719e+00
2.833817064607074832e-01,4.904183117282521764e-01,2.070366052675446933e-01,2.070366052675447044e+00,9.155419975083161077e-01,-6.393477980444206565e-02,2.006431272871004978e+00,2.921973270379321086e+00
2.849681122808613298e-01,4.904183117282521764e-01,2.054501994473908466e-01,2.054501994473908688e+00,9.309507624668703629e-01,-6.345623280615386719e-02,1.991045761667754821e+00,2.921996524134625073e+00
2.865427869636109626e-01,4.904183117282521764e-01,2.038755247646412139e-01,2.038755247646411917e+00,9.462414268242184123e-01,-6.298698730998530948e-02,1.975768260336426607e+00,2.922009687160644908e+00
2.881058621392165731e-01,4.904183117282521764e-01,2.023124495890356034e-01,2.023124495890356034e+00,9.614148605433960881e-01,-6.252300702422441958e-02,1.960601488866131614e+00,2.922016349409527702e+00
2.896574044301670203e-01,4.904183117282521764e-01,2.007609072980851561e-01,2.007609072980851561e+00,9.764719285907523805e-01,-6.206169163801789068e-02,1.945547381342833670e+00,2.922019309933586051e+00
2.911974434417028967e-01,4.904183117282521764e-01,1.992208682865492797e-01,1.992208682865492797e+00,9.914134937122436320e-01,-6.160156046143505648e-02,1.930607122404057741e+00,2.922020616116301373e+00
2.927259922356513222e-01,4.904183117282521764e-01,1.976923194926008542e-01,1.976923194926008431e+00,1.006240417674188814e+00,-6.114195175793701864e-02,1.915781243168071413e+00,2.922021660842260449e+00
2.942430612592719097e-01,4.904183117282521764e-01,1.961752504689802667e-01,1.961752504689802556e+00,1.020953561459362113e+00,-6.068276094482349947e-02,1.901069743744979057e+00,2.922023305204341170e+00
2.957486669561854575e-01,4.904183117282521764e-01,1.946696447720667189e-01,1.946696447720667189e+00,1.035553784817267342e+00,-6.022422787654191367e-02,1.886472219844125275e+00,2.922026004661392395e+00
2.972428363209624891e-01,4.904183117282521764e-01,1.931754754072896874e-01,1.931754754072896763e+00,1.050041945472814042e+00,-5.976677459108126200e-02,1.871987979481815501e+00,2.922029924954629543e+00
2.987256085565353492e-01,4.904183117282521764e-01,1.916927031717168273e-01,1.916927031717168273e+00,1.064418898210692799e+00,-5.931088942291440347e-02,1.857616142294253869e+00,2.922035040504946668e+00
3.001970348184072601e-01,4.904183117282521764e-01,1.902212769098449163e-01,1.902212769098449163e+00,1.078685493978931209e+00,-5.885705047487643782e-02,1.843355718623572725e+00,2.922041212602503713e+00
3.016571768275537191e-01,4.904183117282521764e-01,1.887611349006984574e-01,1.887611349006984574e+00,1.092842579096483746e+00,-5.840568036585835898e-02,1.829205668641126215e+00,2.922048247737610183e+00
3.031061049353258596e-01,4.904183117282521764e-01,1.873122067929263168e-01,1.873122067929263057e+00,1.106890994605953082e+00,-5.795712431088562155e-02,1.815164943618377436e+00,2.922055938224330518e+00
3.045438960465908229e-01,4.904183117282521764e-01,1.858744156816613535e-01,1.858744156816613646e+00,1.120831575782077927e+00,-5.751164445059853136e-02,1.801232512366015115e+00,2.922064088148093042e+00
3.059706316605863008e-01,4.904183117282521764e-01,1.844476800676658756e-01,1.844476800676658756e+00,1.134665151787152659e+00,-5.706942455981911522e-02,1.787407376116839641e+00,2.922072527903992079e+00
3.073863961748712348e-01,4.904183117282521764e-01,1.830319155533809417e-01,1.830319155533809417e+00,1.148392545453656322e+00,-5.663058057139735979e-02,1.773688574962412057e+00,2.922081120416068600e+00
3.087912755145664212e-01,4.904183117282521764e-01,1.816270362136857552e-01,1.816270362136857663e+00,1.162014573169682485e+00,-5.619517358780745653e-02,1.760075188549050207e+00,2.922089761718732692e+00
3.101853560926984832e-01,4.904183117282521764e-01,1.802329556355536933e-01,1.802329556355537044e+00,1.175532044842348967e+00,-5.576322312528247949e-02,1.746566333230254564e+00,2.922098378072603531e+00
3.115687240728061136e-01,4.904183117282521764e-01,1.788495876554460629e-01,1.788495876554460740e+00,1.188945763916507525e+00,-5.533471920430521607e-02,1.733161157350155523e+00,2.922106921266663271e+00
3.129414648868299453e-01,4.904183117282521764e-01,1.774768468414222311e-01,1.774768468414222422e+00,1.202256527429614197e+00,-5.490963256095326983e-02,1.719858835853269152e+00,2.922115363282883571e+00
3.143036629549321725e-01,4.904183117282521764e-01,1.761146487733200039e-01,1.761146487733200150e+00,1.215465126087613257e+00,-5.448792272408908843e-02,1.706658565009111062e+00,2.922123691096724318e+00
3.156554015552511805e-01,4.904183117282521764e-01,1.747629101730009960e-01,1.747629101730010071e+00,1.228572344350588263e+00,-5.406954401276031774e-02,1.693559557717249753e+00,2.922131902067838016e+00
3.169967627974981106e-01,4.904183117282521764e-01,1.734215489307540659e-01,1.734215489307540548e+00,1.241578960520394848e+00,-5.365444968987720387e-02,1.680561039617663344e+00,2.922140000138058191e+00
3.183278276623751624e-01,4.904183117282521764e-01,1.720904840658770141e-01,1.720904840658770141e+00,1.254485746825335646e+00,-5.324259459508207115e-02,1.667662246063688070e+00,2.922147992889023715e+00
3.196486760773920022e-01,4.904183117282521764e-01,1.707696356508601743e-01,1.707696356508601632e+00,1.267293469499150005e+00,-5.283393660067359221e-02,1.654862419907928039e+00,2.922155889407078266e+00
3.209593870077291911e-01,4.904183117282521764e-01,1.694589247205229854e-01,1.694589247205229743e+00,1.280002888853189358e+00,-5.242843721348755537e-02,1.642160809991742187e+00,2.922163698844931545e+00
3.222600385477652485e-01,4.904183117282521764e-01,1.681582731804869280e-01,1.681582731804869280e+00,1.292614759341725872e+00,-5.202606160144229719e-02,1.629556670203426982e+00,2.922171429545152854e+00
3.235507080045023631e-01,4.904183117282521764e-01,1.668676037237498133e-01,1.668676037237498022e+00,1.305129829621006987e+00,-5.162677826948458559e-02,1.617049258968013437e+00,2.922179088589020424e+00
3.248314719683792484e-01,4.904183117282521764e-01,1.655868397598729280e-01,1.655868397598729391e+00,1.317548842602997539e+00,-5.123055855507541168e-02,1.604637839043653980e+00,2.922186681646651518e+00
3.261024063699722308e-01,4.904183117282521764e-01,1.643159053582799456e-01,1.643159053582799345e+00,1.329872535504868614e+00,-5.083737606371929729e-02,1.592321677519080048e+00,2.922194213023948883e+00
3.273635865230542508e-01,4.904183117282521764e-01,1.630547252051979257e-01,1.630547252051979257e+00,1.342101639895258547e+00,-5.044720612328079667e-02,1.580100045928698460e+00,2.922201685823957007e+00
3.286150871556253739e-01,4.904183117282521764e-01,1.618032245726268026e-01,1.618032245726268137e+00,1.354236881738205556e+00,-5.006002530284492380e-02,1.567972220423423213e+00,2.922209102161628547e+00
3.298569824310623178e-01,4.904183117282521764e-01,1.605613292971898587e-01,1.605613292971898698e+00,1.366278981435494977e+00,-4.967581101747775563e-02,1.555937481954420942e+00,2.922216463389915919e+00
3.310893459616479628e-01,4.904183117282521764e-01,1.593289657666042136e-01,1.593289657666042025e+00,1.378228653867990205e+00,-4.929454122342580291e-02,1.543995116442616222e+00,2.922223770310606206e+00
3.323122508165892164e-01,4.904183117282521764e-01,1.581060609116629601e-01,1.581060609116629490e+00,1.390086608436365001e+00,-4.891619419765014243e-02,1.532144414918979347e+00,2.922231023355344348e+00
3.335257695263335043e-01,4.904183117282521764e-01,1.568925422019186722e-01,1.568925422019186833e+00,1.401853549101508722e+00,-4.854074838977151529e-02,1.520384673629415317e+00,2.922238222730924040e+00
3.347299740846365612e-01,4.904183117282521764e-01,1.556883376436156152e-01,1.556883376436156041e+00,1.413530174424780128e+00,-4.816818233212227796e-02,1.508715194104033763e+00,2.922245368528813891e+00
3.359249359494773102e-01,4.904183117282521764e-01,1.544933757787748663e-01,1.544933757787748663e+00,1.425117177608188124e+00,-4.779847459362995821e-02,1.497135283194118704e+00,2.922252460802306828e+00
3.371107260435906583e-01,4.904183117282521764e-01,1.533075856846615181e-01,1.533075856846615181e+00,1.436615246534537649e+00,-4.743160376453392502e-02,1.485644253082081256e+00,2.922259499616618683e+00
3.382874147551197530e-01,4.904183117282521764e-01,1.521308969731324234e-01,1.521308969731324234e+00,1.448025063807522717e+00,-4.706754846116378843e-02,1.474241421270160446e+00,2.922266485077683384e+00
3.394550719386752458e-01,4.904183117282521764e-01,1.509632397895769307e-01,1.509632397895769307e+00,1.459347306791740850e+00,-4.670628734221971001e-02,1.462926110553549597e+00,2.922273417345290447e+00
3.406137669169331805e-01,4.904183117282521764e-01,1.498045448113189959e-01,1.498045448113189959e+00,1.470582647652589836e+00,-4.634779913031739085e-02,1.451697648982872568e+00,2.922280296635462626e+00
3.417635684827953213e-01,4.904183117282521764e-01,1.486547432454568551e-01,1.486547432454568440e+00,1.481731753395999052e+00,-4.599206263448563092e-02,1.440555369820082809e+00,2.922287123216082083e+00
3.429045449020678427e-01,4.904183117282521764e-01,1.475137668261843338e-01,1.475137668261843338e+00,1.492795285907962954e+00,-4.563905677090085433e-02,1.429498611490942483e+00,2.922293897398905660e+00
3.440367639165789471e-01,4.904183117282521764e-01,1.463815478116732294e-01,1.463815478116732294e+00,1.503773901993838535e+00,-4.528876058044417618e-02,1.418526717536288118e+00,2.922300619530126653e+00
3.451602927476408733e-01,4.904183117282521764e-01,1.452580189806113031e-01,1.452580189806113031e+00,1.514668253417384314e+00,-4.494115324247704990e-02,1.407639036563635981e+00,2.922307289981020517e+00
3.462751980997625378e-01,4.904183117282521764e-01,1.441431136284896386e-01,1.441431136284896386e+00,1.525478986939520887e+00,-4.459621408486658112e-02,1.396834922200029805e+00,2.922313909139550692e+00
3.473815461645292646e-01,4.904183117282521764e-01,1.430367655637229118e-01,1.430367655637229118e+00,1.536206744356800158e+00,-4.425392259066907030e-02,1.386113733046560048e+00,2.922320477403360428e+00
3.484794026245791598e-01,4.904183117282521764e-01,1.419389091036730166e-01,1.419389091036730166e+00,1.546852162539575470e+00,-4.391425840199580932e-02,1.375474832634734357e+00,2.922326995174310049e+00
3.495688326576217309e-01,4.904183117282521764e-01,1.408494790706304456e-01,1.408494790706304567e+00,1.557415873469872869e+00,-4.357720132170284089e-02,1.364917589384601726e+00,2.922333462854474373e+00
3.506499009404585587e-01,4.904183117282521764e-01,1.397684107877936177e-01,1.397684107877936288e+00,1.567898504278957494e+00,-4.324273131347311505e-02,1.354441376564463173e+00,2.922339880843420445e+00
3.517226716529791575e-01,4.904183117282521764e-01,1.386956400752730190e-01,1.386956400752730190e+00,1.578300677284603104e+00,-4.291082850082394984e-02,1.344045572251906240e+00,2.922346249536509344e+00
3.527872084821144227e-01,4.904183117282521764e-01,1.376311032461377537e-01,1.376311032461377426e+00,1.588623010028063387e+00,-4.258147316541061045e-02,1.333729559295966816e+00,2.922352569324030203e+00
3.538435746257395098e-01,4.904183117282521764e-01,1.365747371025126666e-01,1.365747371025126666e+00,1.598866115310751956e+00,-4.225464574500348292e-02,1.323492725280123183e+00,2.922358840590875140e+00
3.548918327965229214e-01,4.904183117282521764e-01,1.355264789317292551e-01,1.355264789317292440e+00,1.609030601230631685e+00,-4.193032683133646188e-02,1.313334462485955978e+00,2.922365063716587663e+00
3.559320452257217493e-01,4.904183117282521764e-01,1.344862665025304271e-01,1.344862665025304160e+00,1.619117071218321602e+00,-4.160849716795311792e-02,1.303254167857351042e+00,2.922371239075672644e+00
3.569642736669268457e-01,4.904183117282521764e-01,1.334540380613253308e-01,1.334540380613253419e+00,1.629126124072921122e+00,-4.128913764820385524e-02,1.293251242965049563e+00,2.922377367037970686e+00
3.579885793997611976e-01,4.904183117282521764e-01,1.324297323284909789e-01,1.324297323284909789e+00,1.639058353997557838e+00,-4.097222931337407559e-02,1.283325093971535713e+00,2.922383447969093329e+00
3.590050232335360580e-01,4.904183117282521764e-01,1.314132884947161184e-01,1.314132884947161184e+00,1.648914350634661519e+00,-4.065775335099441889e-02,1.273475131596166765e+00,2.922389482230828506e+00
