# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.994700055027541691e-02,4.045028445446584020e-01,4.344498450949338397e-01,4.344498450949338064e+00,3.258373838212003798e-02,0.000000000000000000e+00,4.344498450949338064e+00,4.377082189331457762e+00
-1.822629549856124090e-02,4.045028445446584020e-01,4.227291400432196533e-01,4.227291400432196866e+00,6.428842388536151753e-02,-4.688282020685674567e-01,3.758463198363629409e+00,3.822751622248991232e+00
2.961880948431786301e-02,4.045028445446584020e-01,3.748840350603405147e-01,3.748840350603405369e+00,9.240472651488705613e-02,-1.913804199315165544e+00,1.835036151288239825e+00,1.927440877803126895e+00
9.463520695390324755e-02,4.045028445446584020e-01,3.098676375907551406e-01,3.098676375907551517e+00,1.156447993341936931e-01,-2.600655898783414965e+00,4.980204771241365513e-01,6.136652764583301334e-01
1.636851408967469612e-01,4.045028445446584020e-01,2.408177036479114408e-01,2.408177036479114186e+00,1.337061271077870372e-01,-2.761997357713747991e+00,-3.538203212346338056e-01,-2.201141941268467406e-01
2.284308166069972112e-01,4.045028445446584020e-01,1.760720279376611908e-01,1.760720279376611908e+00,1.469115292031116238e-01,-2.589827028410010001e+00,-8.291067490333980938e-01,-6.821952198302865256e-01
2.842514238276195870e-01,4.045028445446584020e-01,1.202514207170388150e-01,1.202514207170388261e+00,1.559303857568895557e-01,-2.232824288824895032e+00,-1.030310081654506771e+00,-8.743796958976171041e-01
3.292251177979408361e-01,4.045028445446584020e-01,7.527772674671756592e-02,7.527772674671756592e-01,1.615762152628933690e-01,-1.798947758812849962e+00,-1.046170491345674414e+00,-8.845942760827809614e-01
3.632497527161092643e-01,4.045028445446584020e-01,4.125309182854913770e-02,4.125309182854913770e-01,1.646701971500345585e-01,-1.360985396726737129e+00,-9.484544784412457519e-01,-7.837842812912112489e-01
3.873334285300406021e-01,4.045028445446584020e-01,1.716941601461779987e-02,1.716941601461779987e-01,1.659579033511308643e-01,-9.633470325572535131e-01,-7.916528724110755144e-01,-6.256949690599447056e-01
4.030570383620474817e-01,4.045028445446584020e-01,1.445806182610920310e-03,1.445806182610920310e-02,1.660663388148266861e-01,-6.289443932802751824e-01,-6.144863314541659793e-01,-4.484199926393392932e-01
4.121933319763360082e-01,4.045028445446584020e-01,-7.690487431677606178e-03,-7.690487431677606178e-02,1.654895522574508782e-01,-3.654517445715410595e-01,-4.423566188883171213e-01,-2.768670666308662431e-01
4.164578386329908510e-01,4.045028445446584020e-01,-1.195499408833244903e-02,-1.195499408833244903e-01,1.645929277008259528e-01,-1.705802662661937141e-01,-2.901302071495182044e-01,-1.255372794486922516e-01
4.173638562038338162e-01,4.045028445446584020e-01,-1.286101165917541422e-02,-1.286101165917541422e-01,1.636283518263877967e-01,-3.624070283371860768e-02,-1.648508194254727499e-01,-1.222467599084953171e-03
4.161545328073609218e-01,4.045028445446584020e-01,-1.165168826270251978e-02,-1.165168826270251978e-01,1.627544752066850953e-01,4.837293585891577763e-02,-6.814394676810942020e-02,9.461052843857567507e-02
4.137881984039488148e-01,4.045028445446584020e-01,-9.285353859290412792e-03,-9.285353859290412792e-02,1.620580736672383171e-01,9.465337613648427961e-02,1.799837543580151689e-03,1.638579112108184688e-01
4.109573268213198571e-01,4.045028445446584020e-01,-6.454482276661455131e-03,-6.454482276661455131e-02,1.615739874964887135e-01,1.132348633051583064e-01,4.869004053854375513e-02,2.102640280350324686e-01
4.081259792277162624e-01,4.045028445446584020e-01,-3.623134683057860350e-03,-3.623134683057860350e-02,1.613022523952593601e-01,1.132539037441437912e-01,7.702255691356518774e-02,2.383248093088245478e-01
4.055747634358759512e-01,4.045028445446584020e-01,-1.071918891217549241e-03,-1.071918891217549241e-02,1.612218584784180508e-01,1.020486316736124444e-01,9.132944276143695195e-02,2.525513012398550305e-01
4.034459443651091659e-01,4.045028445446584020e-01,1.056900179549236096e-03,1.056900179549236096e-02,1.613011259918842311e-01,8.515276283067141350e-02,9.572176462616377446e-02,2.570228906180480055e-01
4.017842379091978722e-01,4.045028445446584020e-01,2.718606635460529830e-03,2.718606635460529830e-02,1.615050214895437930e-01,6.646825823645174935e-02,9.365432459105704766e-02,2.551593460806008684e-01
4.005710086227676214e-01,4.045028445446584020e-01,3.931835921890780572e-03,3.931835921890780572e-02,1.617999091836855863e-01,4.852917145721002967e-02,8.784753067611783539e-02,2.496474398598034217e-01
3.997511374436104048e-01,4.045028445446584020e-01,4.751707101047997206e-03,4.751707101047997206e-02,1.621562872162641833e-01,3.279484716628866536e-02,8.031191817676863742e-02,2.424682053930328207e-01
3.992528320270585240e-01,4.045028445446584020e-01,5.250012517599877970e-03,5.250012517599877970e-02,1.625500381550842033e-01,1.993221666207523057e-02,7.243234183807401028e-02,2.349823799931582136e-01
3.990012341191132572e-01,4.045028445446584020e-01,5.501610425545144789e-03,5.501610425545144789e-02,1.629626589370000711e-01,1.006391631781067275e-02,6.508002057326212064e-02,2.280426795102621917e-01
3.989269467149456072e-01,4.045028445446584020e-01,5.575897829712794795e-03,5.575897829712794795e-02,1.633808512742285224e-01,2.971496166706000253e-03,5.873047446383394821e-02,2.221113257380624706e-01
3.989706562768335907e-01,4.045028445446584020e-01,5.532188267824811323e-03,5.532188267824811323e-02,1.637957653943153957e-01,-1.748382475519338897e-03,5.357350020272877433e-02,2.173692655970441701e-01
3.990849422033670435e-01,4.045028445446584020e-01,5.417902341291358503e-03,5.417902341291358503e-02,1.642021080699122559e-01,-4.571437061338112784e-03,4.960758635157547225e-02,2.138096944214877282e-01
3.992342087827903674e-01,4.045028445446584020e-01,5.268635761868034617e-03,5.268635761868034617e-02,1.645972557520523627e-01,-5.970663176932955452e-03,4.671569444174739072e-02,2.113129501937997534e-01
3.993934885728266937e-01,4.045028445446584020e-01,5.109355971831708310e-03,5.109355971831708310e-02,1.649804574499397214e-01,-6.371191601453052300e-03,4.472236811686403080e-02,2.097028255668037522e-01
3.995466803272060829e-01,4.045028445446584020e-01,4.956164217452319054e-03,4.956164217452319054e-02,1.653521697662486689e-01,-6.127670175175570222e-03,4.343397199934762032e-02,2.087861417655962892e-01
3.996846172079164261e-01,4.045028445446584020e-01,4.818227336741975897e-03,4.818227336741975897e-02,1.657135368165043032e-01,-5.517475228413726285e-03,4.266479813900603268e-02,2.083783349555103359e-01
3.998032211468569019e-01,4.045028445446584020e-01,4.699623397801500069e-03,4.699623397801500069e-02,1.660660085713394074e-01,-4.744157557619033128e-03,4.225207642039596756e-02,2.083180849917353750e-01
