# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.262721687657125363e-02,5.765699638068200183e-01,6.091971806833912373e-01,6.091971806833912595e+00,4.568978855125434280e-02,0.000000000000000000e+00,6.091971806833912595e+00,6.137661595385166535e+00
-7.635294219719736264e-03,5.765699638068200183e-01,5.842052580265397754e-01,5.842052580265397310e+00,8.950518290324482873e-02,-9.996769062740584744e-01,4.842375673991338836e+00,4.931880856894583331e+00
6.291796058564871896e-02,5.765699638068200183e-01,5.136520032211713271e-01,5.136520032211713271e+00,1.280290831448326894e-01,-2.822130192214737932e+00,2.314389839996975340e+00,2.442418923141808307e+00
1.541379282020063635e-01,5.765699638068200183e-01,4.224320356048136826e-01,4.224320356048137270e+00,1.597114858151937045e-01,-3.648798704654305780e+00,5.755216513938314904e-01,7.352331372090255002e-01
2.489527507700253772e-01,5.765699638068200183e-01,3.276172130367946411e-01,3.276172130367946522e+00,1.842827767929532956e-01,-3.792592902720761661e+00,-5.164207723528151384e-01,-3.321379955598620093e-01
3.366887169620168541e-01,5.765699638068200183e-01,2.398812468448031643e-01,2.398812468448031865e+00,2.022738703063135246e-01,-3.509438647679659073e+00,-1.110626179231627209e+00,-9.083523089253136007e-01
4.115836836443262925e-01,5.765699638068200183e-01,1.649862801624937259e-01,1.649862801624937259e+00,2.146478413185005374e-01,-2.995798667292377537e+00,-1.345935865667440279e+00,-1.131288024348939825e+00
4.714082936627174703e-01,5.765699638068200183e-01,1.051616701441025481e-01,1.051616701441025370e+00,2.225349665793082410e-01,-2.392984400735647110e+00,-1.341367699294621740e+00,-1.118832732715313583e+00
5.162870999335266164e-01,5.765699638068200183e-01,6.028286387329340190e-02,6.028286387329340190e-01,2.270561813698052378e-01,-1.795152250832365848e+00,-1.192323612099431829e+00,-9.652674307296266187e-01
5.477557554766105952e-01,5.765699638068200183e-01,2.881420833020942318e-02,2.881420833020942318e-01,2.292172469945709667e-01,-1.258746221723359149e+00,-9.706041384212649170e-01,-7.413868914266938948e-01
5.680530656849986926e-01,5.765699638068200183e-01,8.516898121821325773e-03,8.516898121821325773e-02,2.298560143537075606e-01,-8.118924083355238963e-01,-7.267234271173106386e-01,-4.968674127636030780e-01
5.796242253453218751e-01,5.765699638068200183e-01,-3.054261538501856776e-03,-3.054261538501856776e-02,2.296269447383199047e-01,-4.628463864129273020e-01,-4.933890017979458698e-01,-2.637620570596259650e-01
5.848002880146199178e-01,5.765699638068200183e-01,-8.230324207799899483e-03,-8.230324207799899483e-02,2.290096704227349289e-01,-2.070425067719217083e-01,-2.893457488499207031e-01,-6.033607842718577419e-02
5.856155134792172534e-01,5.765699638068200183e-01,-9.045549672397235064e-03,-9.045549672397235064e-02,2.283312541973051280e-01,-3.260901858389342323e-02,-1.230645153078657739e-01,1.052667388894393541e-01
5.837259299122800060e-01,5.765699638068200183e-01,-7.155966105459987681e-03,-7.155966105459987681e-02,2.277945567393956372e-01,7.558334267748989532e-02,4.023681622890018517e-03,2.318182383622856557e-01
5.803970523085367761e-01,5.765699638068200183e-01,-3.827088501716757740e-03,-3.827088501716757740e-02,2.275075251017668887e-01,1.331551041497291976e-01,9.488421913256162021e-02,3.223917442343284812e-01
5.765346157267079441e-01,5.765699638068200183e-01,3.534808011207424272e-05,3.534808011207424272e-04,2.275101762077752776e-01,1.544974632731532793e-01,1.548509440742740217e-01,3.823611202820492716e-01
5.727383139272707036e-01,5.765699638068200183e-01,3.831649879549314797e-03,3.831649879549314797e-02,2.277975499487414623e-01,1.518520719774896222e-01,1.901685707729827701e-01,4.179661207217242325e-01
5.693641969146218118e-01,5.765699638068200183e-01,7.205766892198206541e-03,7.205766892198206541e-02,2.283379824656563417e-01,1.349646805059556698e-01,2.070223494279377352e-01,4.353603318935940769e-01
5.665862068004799967e-01,5.765699638068200183e-01,9.983757006340021611e-03,9.983757006340021611e-02,2.290867642411318350e-01,1.111196045656726028e-01,2.109571746290728189e-01,4.400439388702046539e-01
5.644511796546113347e-01,5.765699638068200183e-01,1.211878415220868366e-02,1.211878415220868366e-01,2.299956730525474780e-01,8.540108583474648185e-02,2.065889273568333184e-01,4.365846004093807964e-01
5.629245220924075088e-01,5.765699638068200183e-01,1.364544171441250953e-02,1.364544171441250953e-01,2.310190811811284328e-01,6.106630248815303474e-02,1.975207196322781300e-01,4.285398008134065906e-01
5.619257861179088875e-01,5.765699638068200183e-01,1.464417768891113081e-02,1.464417768891113081e-01,2.321173945077967815e-01,3.994943897994485127e-02,1.863912158690561593e-01,4.185086103768529409e-01
5.613546598267499244e-01,5.765699638068200183e-01,1.521530398007009399e-02,1.521530398007009399e-01,2.332585423063020247e-01,2.284505164635852736e-02,1.749980914470594673e-01,4.082566337533615197e-01
5.611086234526956318e-01,5.765699638068200183e-01,1.546134035412438656e-02,1.546134035412438656e-01,2.344181428328613315e-01,9.841454962171702903e-03,1.644548585034155685e-01,3.988730013362769000e-01
5.610938406715751947e-01,5.765699638068200183e-01,1.547612313524482364e-02,1.547612313524482364e-01,2.355788520680046905e-01,5.913112448174828728e-04,1.553525425972657192e-01,3.909313946652703819e-01
5.612308954166785879e-01,5.765699638068200183e-01,1.533906839014143042e-02,1.533906839014143042e-01,2.367292821972653005e-01,-5.482189804135728650e-03,1.479084940972785756e-01,3.846377762945438761e-01
5.614568515042985819e-01,5.765699638068200183e-01,1.511311230252143645e-02,1.511311230252143645e-01,2.378627656199544527e-01,-9.038243504799758909e-03,1.420928795204146056e-01,3.799556451403690582e-01
5.617248876228932986e-01,5.765699638068200183e-01,1.484507618392671979e-02,1.484507618392671979e-01,2.389761463337489733e-01,-1.072144474378866619e-02,1.377293170954785317e-01,3.767054634292275050e-01
5.620025019553513967e-01,5.765699638068200183e-01,1.456746185146862160e-02,1.456746185146862160e-01,2.400687059726090977e-01,-1.110457329832392759e-02,1.345700452163622884e-01,3.746387511889713862e-01
5.622690273792703142e-01,5.765699638068200183e-01,1.430093642754970418e-02,1.430093642754970418e-01,2.411412762046753477e-01,-1.066101695675669703e-02,1.323483473187403447e-01,3.734896235234156925e-01
5.625129726179944889e-01,5.765699638068200183e-01,1.405699118882552945e-02,1.405699118882552945e-01,2.421955505438372347e-01,-9.757809548966989155e-03,1.308121023392883053e-01,3.730076528831255400e-01
5.627295179651210510e-01,5.765699638068200183e-01,1.384044584169896730e-02,1.384044584169896730e-01,2.432335839819646794e-01,-8.661813885062485951e-03,1.297426445319271870e-01,3.729762285138918942e-01
5.629183491769575998e-01,5.765699638068200183e-01,1.365161462986241858e-02,1.365161462986241858e-01,2.442574550792043775e-01,-7.553248473461948720e-03,1.289628978251622371e-01,3.732203529043666146e-01
