# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.399021009608199098e-02,3.344367323103090706e-01,3.584269424063910581e-01,3.584269424063910581e+00,2.688202068047933213e-02,0.000000000000000000e+00,3.584269424063910581e+00,3.611151444744389760e+00
-5.070263790765054679e-02,3.344367323103090706e-01,3.851393702179596312e-01,3.851393702179596090e+00,5.576747344682631002e-02,1.068497112462742926e+00,4.919890814642339016e+00,4.975658288089165104e+00
-6.649221500125791773e-02,3.344367323103090706e-01,4.009289473115669744e-01,4.009289473115670077e+00,8.583714449519383449e-02,6.315830837442937273e-01,4.640872556859964249e+00,4.726709701355158444e+00
-7.384842724424416083e-02,3.344367323103090706e-01,4.082851595545532453e-01,4.082851595545532675e+00,1.164585314617853362e-01,2.942484897194508342e-01,4.377100085264983065e+00,4.493558616726769372e+00
-7.510278548289317513e-02,3.344367323103090706e-01,4.095395177932022457e-01,4.095395177932022790e+00,1.471739952962755060e-01,5.017432954596001693e-02,4.145569507477983251e+00,4.292743502774257536e+00
-7.226344085673007400e-02,3.344367323103090706e-01,4.067001731670391584e-01,4.067001731670391251e+00,1.776765082838034637e-01,-1.135737850465234899e-01,3.953427946623867761e+00,4.131104454907671197e+00
-6.694678384442072361e-02,3.344367323103090706e-01,4.013835161547297803e-01,4.013835161547297581e+00,2.077802719954082167e-01,-2.126662804923751260e-01,3.801168881054922455e+00,4.008949153050330949e+00
-6.037436746453853087e-02,3.344367323103090706e-01,3.948110997748476292e-01,3.948110997748476514e+00,2.373911044785217972e-01,-2.628966551952860442e-01,3.685214342553190470e+00,3.922605447031711989e+00
-5.340962877726967983e-02,3.344367323103090706e-01,3.878463610875787504e-01,3.878463610875787282e+00,2.664795815600902174e-01,-2.785895474907551517e-01,3.599874063385032130e+00,3.866353644945122348e+00
-4.661508580348006775e-02,3.344367323103090706e-01,3.810518181137891314e-01,3.810518181137891425e+00,2.950584679186243342e-01,-2.717817189515847609e-01,3.538736462186306664e+00,3.833794930104931442e+00
-4.031632569157160562e-02,3.344367323103090706e-01,3.747530580018806901e-01,3.747530580018807012e+00,3.231649472687654345e-01,-2.519504044763376527e-01,3.495580175542469359e+00,3.818745122811234793e+00
-3.466384651448126131e-02,3.344367323103090706e-01,3.691005788247903041e-01,3.691005788247903041e+00,3.508474906806247073e-01,-2.260991670836154377e-01,3.464906621164287603e+00,3.815754111844912533e+00
-2.968755838187225188e-02,3.344367323103090706e-01,3.641242906921813294e-01,3.641242906921813294e+00,3.781568124825382959e-01,-1.990515253043589894e-01,3.442191381617454304e+00,3.820348194099992156e+00
-2.534152047119378470e-02,3.344367323103090706e-01,3.597782527815028830e-01,3.597782527815028608e+00,4.051401814411510482e-01,-1.738415164271378544e-01,3.423941011387890754e+00,3.829081192829042024e+00
-2.153840279515535985e-02,3.344367323103090706e-01,3.559751351054644131e-01,3.559751351054644353e+00,4.318383165740608542e-01,-1.521247070415387981e-01,3.407626644013105555e+00,3.839464960587166242e+00
-1.817436767617573723e-02,3.344367323103090706e-01,3.526110999864848217e-01,3.526110999864848328e+00,4.582841490730472644e-01,-1.345614047591836560e-01,3.391549595105664672e+00,3.849833744178711825e+00
-1.514572727833946031e-02,3.344367323103090706e-01,3.495824595886485309e-01,3.495824595886485309e+00,4.845028335421959209e-01,-1.211456159134516319e-01,3.374678979973033677e+00,3.859181813515229376e+00
-1.235900090828135137e-02,3.344367323103090706e-01,3.467957332185904185e-01,3.467957332185904296e+00,5.105125135335901732e-01,-1.114690548023244965e-01,3.356488277383579799e+00,3.867000790917169972e+00
-9.735998791982006934e-03,3.344367323103090706e-01,3.441727311022910740e-01,3.441727311022910740e+00,5.363254683662619371e-01,-1.049200846519737773e-01,3.336807226370936963e+00,3.873132694737198900e+00
-7.215401891241136206e-03,3.344367323103090706e-01,3.416521342015502172e-01,3.416521342015502061e+00,5.619493784313782658e-01,-1.008238760296342740e-01,3.315697465985867787e+00,3.877646844417246275e+00
-4.752068709258266618e-03,3.344367323103090706e-01,3.391888010195673320e-01,3.391888010195673431e+00,5.873885385078457810e-01,-9.853332727931540802e-02,3.293354682916358023e+00,3.880743221424203693e+00
-2.315035475963822618e-03,3.344367323103090706e-01,3.367517677862729153e-01,3.367517677862728931e+00,6.126449210918163413e-01,-9.748132933177666715e-02,3.270036348530952264e+00,3.882681269622768827e+00
1.150782906278462366e-04,3.344367323103090706e-01,3.343216540196812248e-01,3.343216540196812137e+00,6.377190451432923624e-01,-9.720455066366762154e-02,3.246011989533144515e+00,3.883731034676436877e+00
2.548770241053420829e-03,3.344367323103090706e-01,3.318879620692556376e-01,3.318879620692556376e+00,6.626106422984865407e-01,-9.734767801702348677e-02,3.221531942675532889e+00,3.884142584974019652e+00
4.990155878288728662e-03,3.344367323103090706e-01,3.294465764320203549e-01,3.294465764320203327e+00,6.873191355308880812e-01,-9.765542548941130718e-02,3.196810338830792020e+00,3.884129474361680323e+00
7.439104096210376674e-03,3.344367323103090706e-01,3.269976282140986679e-01,3.269976282140986790e+00,7.118439576469455243e-01,-9.795792871686748171e-02,3.172018353424119308e+00,3.883862311071065054e+00
9.892943261912211933e-03,3.344367323103090706e-01,3.245437890483968690e-01,3.245437890483968690e+00,7.361847418255752507e-01,-9.815356662807195320e-02,3.147284323855896737e+00,3.883469065681472099e+00
1.234774092149830416e-02,3.344367323103090706e-01,3.220889913888107525e-01,3.220889913888107525e+00,7.603414161797361626e-01,-9.819190638344466038e-02,3.122698007504662865e+00,3.883039423684398805e+00
1.479920065499792242e-02,3.344367323103090706e-01,3.196375316553111690e-01,3.196375316553111467e+00,7.843142310538844253e-01,-9.805838933998334284e-02,3.098316927213128125e+00,3.882631158267012772e+00
1.724323980823720334e-02,3.344367323103090706e-01,3.171934925020718499e-01,3.171934925020718499e+00,8.081037429915398640e-01,-9.776156612957276337e-02,3.074173358891145735e+00,3.882277101882685599e+00
1.967631781737287644e-02,3.344367323103090706e-01,3.147604144929361802e-01,3.147604144929361691e+00,8.317107740785100178e-01,-9.732312036542678513e-02,3.050281024563934906e+00,3.881991798642444813e+00
2.209558165000253399e-02,3.344367323103090706e-01,3.123411506603065435e-01,3.123411506603065213e+00,8.551363603780330891e-01,-9.677055330518546938e-02,3.026640953297879744e+00,3.881777313675912833e+00
2.449888645646085966e-02,3.344367323103090706e-01,3.099378458538482040e-01,3.099378458538482040e+00,8.783816988170717321e-01,-9.613219225833358195e-02,3.003246266280148458e+00,3.881627965097220301e+00
2.688473875096092369e-02,3.344367323103090706e-01,3.075519935593481469e-01,3.075519935593481691e+00,9.014480983340227294e-01,-9.543409178000228366e-02,2.980085843813479407e+00,3.881533942147502358e+00
2.925219830400554999e-02,3.344367323103090706e-01,3.051845340063035206e-01,3.051845340063035206e+00,9.243369383844955989e-01,-9.469838212178505188e-02,2.957146957941250154e+00,3.881483896325745864e+00
3.160076465737717000e-02,3.344367323103090706e-01,3.028359676529319144e-01,3.028359676529319255e+00,9.470496359584654744e-01,-9.394265413486424521e-02,2.934417022394455010e+00,3.881466658352920707e+00
3.393026543134753520e-02,3.344367323103090706e-01,3.005064668789615423e-01,3.005064668789615645e+00,9.695876209743876650e-01,-9.318003095881488562e-02,2.911884637830800759e+00,3.881472258805188424e+00
3.624075663043931778e-02,3.344367323103090706e-01,2.981959756798697736e-01,2.981959756798697736e+00,9.919523191503778481e-01,-9.241964796367074797e-02,2.889540108835026988e+00,3.881492427985405058e+00
3.853243994645468712e-02,3.344367323103090706e-01,2.959042923638544043e-01,2.959042923638544043e+00,1.014145141077666956e+00,-9.166733264061477371e-02,2.867375590997929269e+00,3.881520732075596225e+00
4.080559842029556072e-02,3.344367323103090706e-01,2.936311338900134960e-01,2.936311338900134960e+00,1.036167476119417952e+00,-9.092633895363633201e-02,2.845384999946498628e+00,3.881552476065916579e+00
4.306054949186513547e-02,3.344367323103090706e-01,2.913761828184439073e-01,2.913761828184439295e+00,1.058020689830801331e+00,-9.019804286278354510e-02,2.823563785321655750e+00,3.881584475152457081e+00
4.529761315202881361e-02,3.344367323103090706e-01,2.891391191582802778e-01,2.891391191582802556e+00,1.079706123767672388e+00,-8.948254640654518255e-02,2.801908645176257373e+00,3.881614768943929761e+00
4.751709233870132776e-02,3.344367323103090706e-01,2.869196399716077428e-01,2.869196399716077650e+00,1.101225096765542810e+00,-8.877916746690139860e-02,2.780417232249176251e+00,3.881642329014718840e+00
4.971926265259056510e-02,3.344367323103090706e-01,2.847174696577184916e-01,2.847174696577185138e+00,1.122578906989871728e+00,-8.808681255557004874e-02,2.759087884021615089e+00,3.881666791011486595e+00
5.190436871366421040e-02,3.344367323103090706e-01,2.825323635966448532e-01,2.825323635966448421e+00,1.143768834259620171e+00,-8.740424244294553446e-02,2.737919393523502887e+00,3.881688227783123057e+00
5.407262488963861941e-02,3.344367323103090706e-01,2.803641074206704720e-01,2.803641074206704609e+00,1.164796142316170346e+00,-8.673024703897525001e-02,2.716910827167729359e+00,3.881706969483899705e+00
5.622421859752156637e-02,3.344367323103090706e-01,2.782125137127874903e-01,2.782125137127875014e+00,1.185662080844629429e+00,-8.606374831531926617e-02,2.696061388812555748e+00,3.881723469657185177e+00
5.835931483904589767e-02,3.344367323103090706e-01,2.760774174712631868e-01,2.760774174712631979e+00,1.206367887154974117e+00,-8.540384966097214203e-02,2.675370325051659837e+00,3.881738212206633953e+00
6.047806103970610608e-02,3.344367323103090706e-01,2.739586712706029714e-01,2.739586712706029825e+00,1.226914787500269277e+00,-8.474984802640861403e-02,2.654836864679621211e+00,3.881751652179890488e+00
6.258059159923476389e-02,3.344367323103090706e-01,2.718561407110743344e-01,2.718561407110743566e+00,1.247303998053600038e+00,-8.410122238114547955e-02,2.634460184729598087e+00,3.881764182783198347e+00
6.466703182366494163e-02,3.344367323103090706e-01,2.697697004866441151e-01,2.697697004866441262e+00,1.267536725590098445e+00,-8.345760897720877480e-02,2.614239395889232487e+00,3.881776121479330932e+00
6.673750109995796320e-02,3.344367323103090706e-01,2.676992312103511074e-01,2.676992312103511296e+00,1.287614167930874798e+00,-8.281877105172030795e-02,2.594173541051790988e+00,3.881787708982666008e+00
6.879211530314717493e-02,3.344367323103090706e-01,2.656446170071619095e-01,2.656446170071618873e+00,1.307537514206411844e+00,-8.218456812756791408e-02,2.574261601944050959e+00,3.881799116150462581e+00
7.083098850491055531e-02,3.344367323103090706e-01,2.636057438053985291e-01,2.636057438053985180e+00,1.327307944991816813e+00,-8.155492807053521531e-02,2.554502509983449965e+00,3.881810454975266556e+00
7.285423409349613133e-02,3.344367323103090706e-01,2.615824982168129531e-01,2.615824982168129420e+00,1.346926632358077747e+00,-8.092982354342304063e-02,2.534895158624706379e+00,3.881821790982784126e+00
7.486196542897909090e-02,3.344367323103090706e-01,2.595747668813299658e-01,2.595747668813299658e+00,1.366394739874177588e+00,-8.030925341931949291e-02,2.515438415393980165e+00,3.881833155268157753e+00
7.685429615421315863e-02,3.344367323103090706e-01,2.575824361560958842e-01,2.575824361560958842e+00,1.385713422585884702e+00,-7.969322900936326448e-02,2.496131132551595577e+00,3.881844555137480057e+00
7.883134026789156978e-02,3.344367323103090706e-01,2.556053920424175008e-01,2.556053920424175008e+00,1.404883826989065998e+00,-7.908176454713533587e-02,2.476972155877039672e+00,3.881855982866105670e+00
8.079321204730056938e-02,3.344367323103090706e-01,2.536435202630085151e-01,2.536435202630085151e+00,1.423907091008791648e+00,-7.847487117635942866e-02,2.457960331453725722e+00,3.881867422462517148e+00
8.274002588840427552e-02,3.344367323103090706e-01,2.516967064219047812e-01,2.516967064219048034e+00,1.442784343990434426e+00,-7.787255364414935599e-02,2.439094510574898678e+00,3.881878854565333103e+00
8.467189611223085999e-02,3.344367323103090706e-01,2.497648361980782106e-01,2.497648361980782106e+00,1.461516706705290325e+00,-7.727480895306282349e-02,2.420373553027719282e+00,3.881890259733009607e+00
8.658893677045706450e-02,3.344367323103090706e-01,2.478477955398520061e-01,2.478477955398520116e+00,1.480105291370779508e+00,-7.668162632904818032e-02,2.401796329069472158e+00,3.881901620440251222e+00
8.849126147015531907e-02,3.344367323103090706e-01,2.459454708401537515e-01,2.459454708401537459e+00,1.498551201683790968e+00,-7.609298798793018292e-02,2.383361720413607276e+00,3.881912922097398244e+00
9.037898322789710004e-02,3.344367323103090706e-01,2.440577490824119566e-01,2.440577490824119344e+00,1.516855532864971989e+00,-7.550887030967179392e-02,2.365068620514447773e+00,3.881924153379419984e+00
9.225221435650261814e-02,3.344367323103090706e-01,2.421845179538064663e-01,2.421845179538064663e+00,1.535019371711507485e+00,-7.492924514421961391e-02,2.346915934393845049e+00,3.881935306105352534e+00
9.411106638323119000e-02,3.344367323103090706e-01,2.403256659270778806e-01,2.403256659270778695e+00,1.553043796656038200e+00,-7.435408106914342952e-02,2.328902578201635265e+00,3.881946374857673465e+00
