# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.114573733237513409e-02,7.900547613987491946e-01,7.589090240663740605e-01,7.589090240663740161e+00,5.691817680497805731e-02,0.000000000000000000e+00,7.589090240663740161e+00,7.646008417468718399e+00
1.552694728192551277e-01,7.900547613987491946e-01,6.347852885794940114e-01,6.347852885794940114e+00,1.045270734484401165e-01,-4.964949419475201964e+00,1.382903466319738151e+00,1.487430539768178406e+00
3.107854276836345964e-01,7.900547613987491946e-01,4.792693337151145982e-01,4.792693337151145982e+00,1.404722734770736947e-01,-6.220638194575176527e+00,-1.427944857424030545e+00,-1.287472583946956739e+00
4.699445706883622065e-01,7.900547613987491946e-01,3.201101907103869881e-01,3.201101907103869770e+00,1.644805377803527369e-01,-6.366365720189103961e+00,-3.165263813085234190e+00,-3.000783275304881315e+00
6.156137949198586812e-01,7.900547613987491946e-01,1.744409664788905134e-01,1.744409664788905134e+00,1.775636102662695170e-01,-5.826768969259858544e+00,-4.082359304470953631e+00,-3.904795694204683976e+00
7.387529761891260538e-01,7.900547613987491946e-01,5.130178520962314082e-02,5.130178520962314082e-01,1.814112441569912526e-01,-4.925567250770694905e+00,-4.412549398674463497e+00,-4.231138154517472216e+00
8.360986898930363731e-01,7.900547613987491946e-01,-4.604392849428717849e-02,-4.604392849428717849e-01,1.779579495199197225e-01,-3.893828548156412772e+00,-4.354267833099284779e+00,-4.176309883579365057e+00
9.081992187409706485e-01,7.900547613987491946e-01,-1.181444573422214539e-01,-1.181444573422214539e+00,1.690971152192531357e-01,-2.884021153917371016e+00,-4.065465727339585555e+00,-3.896368612120332475e+00
9.578539754475192680e-01,7.900547613987491946e-01,-1.677992140487700734e-01,-1.677992140487700734e+00,1.565121741655953747e-01,-1.986190268261944780e+00,-3.664182408749645514e+00,-3.507670234584050029e+00
9.889499437880451271e-01,7.900547613987491946e-01,-1.988951823892959325e-01,-1.988951823892959325e+00,1.415950354863981797e-01,-1.243838733621034365e+00,-3.232790557513993690e+00,-3.091195522027595288e+00
