# meas,ref,error,kp,ki,kd,kpd, u
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.916374646570759135e-02,7.428243369044646993e-01,7.719880833701723288e-01,7.719880833701723510e+00,5.789910625276292744e-02,0.000000000000000000e+00,7.719880833701723510e+00,7.777779939954486466e+00
1.760817560183264643e-02,7.428243369044646993e-01,7.252161613026320008e-01,7.252161613026320452e+00,1.122903183504603414e-01,-1.870876882701613120e+00,5.381284730324707333e+00,5.493575048675167771e+00
1.174737172898275145e-01,7.428243369044646993e-01,6.253506196146372265e-01,6.253506196146371821e+00,1.591916148215581361e-01,-3.994621667519790975e+00,2.258884528626580845e+00,2.418076143448138815e+00
2.396778895460067171e-01,7.428243369044646993e-01,5.031464473584579267e-01,5.031464473584579267e+00,1.969275983734424806e-01,-4.888166890247171992e+00,1.432975833374072749e-01,3.402251817108501442e-01
3.634421827529973892e-01,7.428243369044646993e-01,3.793821541514673101e-01,3.793821541514672990e+00,2.253812599348025691e-01,-4.950571728279624217e+00,-1.156750186764951227e+00,-9.313689268301486024e-01
4.760506558253895237e-01,7.428243369044646993e-01,2.667736810790751756e-01,2.667736810790751534e+00,2.453892860157331768e-01,-4.504338922895684938e+00,-1.836602112104933404e+00,-1.591212826089200227e+00
5.709048697705926267e-01,7.428243369044646993e-01,1.719194671338720726e-01,1.719194671338720726e+00,2.582832460507735739e-01,-3.794168557808124120e+00,-2.074973886469403617e+00,-1.816690640418629821e+00
6.457500464453124200e-01,7.428243369044646993e-01,9.707429045915227928e-02,9.707429045915227928e-01,2.655638178352099921e-01,-2.993807066988791732e+00,-2.023064162397268717e+00,-1.757500344562058947e+00
7.011780888081146079e-01,7.428243369044646993e-01,4.164624809635009139e-02,4.164624809635009139e-01,2.686872864424362239e-01,-2.217121694512087515e+00,-1.800659213548586601e+00,-1.531971927106150488e+00
7.394442810335581928e-01,7.428243369044646993e-01,3.380055870906506499e-03,3.380055870906506499e-02,2.689407906327542230e-01,-1.530647689017743396e+00,-1.496847130308678331e+00,-1.227906339675924219e+00
7.635892789959455307e-01,7.428243369044646993e-01,-2.076494209148083137e-02,-2.076494209148083137e-01,2.673834199758931551e-01,-9.657999184954935146e-01,-1.173449339410301828e+00,-9.060659194344087286e-01
7.768314868976917698e-01,7.428243369044646993e-01,-3.400714999322707044e-02,-3.400714999322707044e-01,2.648328837264011248e-01,-5.296883160698495630e-01,-8.697598160021202673e-01,-6.049269322757191425e-01
7.821822946103836882e-01,7.428243369044646993e-01,-3.935795770591898890e-02,-3.935795770591898890e-01,2.618810368984572090e-01,-2.140323085076767384e-01,-6.076118855668666274e-01,-3.457308486684094184e-01
7.822336629700945565e-01,7.428243369044646993e-01,-3.940932606562985718e-02,-3.940932606562985718e-01,2.589253374435349642e-01,-2.054734388434731329e-03,-3.961479950447333032e-01,-1.372226576011983390e-01
