# timestep = 0.01, sim time = 30, sine_freq = 8.300000000000006
0.000000000000000000e+00,0.000000000000000000e+00
4.981851053394911744e-01,4.981851053394911744e-01
8.639234171928357187e-01,3.657383118533445443e-01
9.999802608561371153e-01,1.360568436633013967e-01
8.701837546695248005e-01,-1.297965061866123149e-01
5.090414157503695414e-01,-3.611423389191552591e-01
1.256603988335061595e-02,-4.964753758670189532e-01
-4.872501257253347706e-01,-4.998161656086853588e-01
-8.575266561936538690e-01,-3.702765304683190983e-01
-9.998223523808090762e-01,-1.422956961871552073e-01
-8.763066800438615855e-01,1.235156723369474907e-01
-5.198173426207056691e-01,3.564893374231559164e-01
-2.513009544333349651e-02,4.946872471773721691e-01
4.762382036679437269e-01,5.013682991112772269e-01
8.509944817946948348e-01,3.747562781267511078e-01
9.995065603657317110e-01,1.485120785710368763e-01
8.822912264349501710e-01,-1.172153339307815401e-01
5.305111843067273902e-01,-3.517800421282227807e-01
3.769018266992901073e-02,-4.928210016367983726e-01
-4.651510780774643639e-01,-5.028412607473933260e-01
-8.443279255020194052e-01,-3.791768474245550413e-01
-9.990329346781250397e-01,-1.547050091761056345e-01
-8.881364488135403690e-01,1.108964858645846707e-01
-5.411212521268686793e-01,3.470151966866716897e-01
-5.024431817976159759e-02,4.908769339471070747e-01
4.539904997395550201e-01,5.042348179193165691e-01
8.375280400421474258e-01,3.835375403025924057e-01
9.984015501089755773e-01,1.608735100668281515e-01
8.938414241512586678e-01,-1.045601259577169095e-01
5.516458706284226299e-01,-3.421955535228360379e-01
6.279051952930299330e-02,-4.888553510991196505e-01
-4.427582310389104325e-01,-5.055487505682134675e-01
-8.305958991958198867e-01,-3.878376681569094542e-01
-9.976125063612261146e-01,-1.670166071654062279e-01
-8.994052515663641945e-01,9.820725479486192011e-02
-5.620833778521181490e-01,3.373218737142460455e-01
-7.532680552792168915e-02,4.867565723241964459e-01
4.314560456809717337e-01,5.067828512088934367e-01
8.235325976284351146e-01,3.920765519474633809e-01
9.966659280340312010e-01,1.731333304055960864e-01
9.048270524660125824e-01,-9.183887556801861862e-02
5.724321255945779008e-01,-3.323949268714346816e-01
8.785119655072795575e-02,-4.845809290438499728e-01
-4.200857284118196810e-01,-5.079369249625476090e-01
