# 3.697657857800628
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.697657857800628473e-02,1.046643978423434040e+00,1.083620557001440332e+00,1.083620557001440332e+01,2.438146253253240803e-01,0.000000000000000000e+00,1.083620557001440332e+01,1.108002019533972771e+01
5.527355975500294200e-02,1.046643978423434040e+00,9.913704186684311193e-01,9.913704186684311637e+00,4.668729695257211043e-01,-2.767504149990276385e+00,7.146200036694034807e+00,7.613073006219755356e+00
2.420809431078279617e-01,1.046643978423434040e+00,8.045630353156061343e-01,8.045630353156061787e+00,6.478996524717325345e-01,-5.604221500584749549e+00,2.441408852571312238e+00,3.089308505043044661e+00
4.782079264687016384e-01,1.046643978423434040e+00,5.684360519547324575e-01,5.684360519547324131e+00,7.757977641615473319e-01,-7.083809500826210304e+00,-1.399448981278886173e+00,-6.236512171173389518e-01
7.265249126160201465e-01,1.046643978423434040e+00,3.201190658074138939e-01,3.201190658074138717e+00,8.478245539682154330e-01,-7.449509584419556241e+00,-4.248318926345417523e+00,-3.400494372377202090e+00
9.592634699971849255e-01,1.046643978423434040e+00,8.738050842624911496e-02,8.738050842624911496e-01,8.674851683641214839e-01,-6.982156721434942703e+00,-6.108351637172451554e+00,-5.240866468808329515e+00
1.158019877647884499e+00,1.046643978423434040e+00,-1.113758992244504586e-01,-1.113758992244504586e+00,8.424255910386201363e-01,-5.962692229520987652e+00,-7.076451221765491795e+00,-6.234025630726872436e+00
1.312862543948933647e+00,1.046643978423434040e+00,-2.662185655254996064e-01,-2.662185655254996064e+00,7.825264137953826804e-01,-4.645279989031473988e+00,-7.307465644286470052e+00,-6.524939230491087372e+00
1.420882332902690059e+00,1.046643978423434040e+00,-3.742383544792560190e-01,-3.742383544792560190e+00,6.983227840375501039e-01,-3.240593668612692380e+00,-6.982977213405252570e+00,-6.284654429367702022e+00
1.484482092520387653e+00,1.046643978423434040e+00,-4.378381140969536123e-01,-4.378381140969535679e+00,5.998092083657354801e-01,-1.907992788530927797e+00,-6.286373929500463476e+00,-5.686564721134727662e+00
1.509642719884356277e+00,1.046643978423434040e+00,-4.629987414609222363e-01,-4.629987414609222363e+00,4.956344915370279880e-01,-7.548188209190587195e-01,-5.384806235528280638e+00,-4.889171743991253649e+00
1.504338144766030450e+00,1.046643978423434040e+00,-4.576941663425964091e-01,-4.576941663425964535e+00,3.926533041099438126e-01,1.591372535497748153e-01,-4.417804409876190164e+00,-4.025151105766246573e+00
1.477208573547660553e+00,1.046643978423434040e+00,-4.305645951242265124e-01,-4.305645951242265568e+00,2.957762702069928196e-01,8.138871365510969014e-01,-3.491758814691168666e+00,-3.195982544484175847e+00
1.436545691842067152e+00,1.046643978423434040e+00,-3.899017134186331113e-01,-3.899017134186331113e+00,2.080483846878003751e-01,1.219886451167802033e+00,-2.679130683018529080e+00,-2.471082298330728566e+00
1.389598502110784617e+00,1.046643978423434040e+00,-3.429545236873505765e-01,-3.429545236873505765e+00,1.308836168581465065e-01,1.408415691938476044e+00,-2.021129544935029720e+00,-1.890245928076883075e+00
1.342175368056351514e+00,1.046643978423434040e+00,-2.955313896329174739e-01,-2.955313896329174739e+00,6.438905419074006375e-02,1.422694021632993078e+00,-1.532619874696181661e+00,-1.468230820505441514e+00
1.298496440754482117e+00,1.046643978423434040e+00,-2.518524623310480770e-01,-2.518524623310480770e+00,7.722250166254245561e-03,1.310367819056081906e+00,-1.208156804254398864e+00,-1.200434554088144701e+00
1.261239682869349510e+00,1.046643978423434040e+00,-2.145957044459154694e-01,-2.145957044459154694e+00,-4.056178333407673559e-02,1.117702736553978227e+00,-1.028254307905176468e+00,-1.068816091239253030e+00
1.231721279029442506e+00,1.046643978423434040e+00,-1.850773006060084658e-01,-1.850773006060084658e+00,-8.220417597042864455e-02,8.855521151972101102e-01,-9.652208908628745476e-01,-1.047425066833303164e+00
1.210155139478820807e+00,1.046643978423434040e+00,-1.635111610553867667e-01,-1.635111610553867667e+00,-1.189941872078906643e-01,6.469841865186509722e-01,-9.881274240352166949e-01,-1.107121611243107262e+00
1.195944298773386150e+00,1.046643978423434040e+00,-1.493003203499521092e-01,-1.493003203499521092e+00,-1.525867592866298750e-01,4.263252211630397248e-01,-1.066677982336481367e+00,-1.219264741623111270e+00
1.187967325609338598e+00,1.046643978423434040e+00,-1.413233471859045576e-01,-1.413233471859045576e+00,-1.843845124034584337e-01,2.393091949214265490e-01,-1.173924276937619027e+00,-1.358308789341077460e+00
1.184833779509498530e+00,1.046643978423434040e+00,-1.381898010860644899e-01,-1.381898010860644899e+00,-2.154772176478229329e-01,9.400638299520203134e-02,-1.287891627865442867e+00,-1.503368845513265883e+00
1.185093059912144087e+00,1.046643978423434040e+00,-1.384490814887100463e-01,-1.384490814887100463e+00,-2.466282609827827044e-01,-7.778412079366692211e-03,-1.392269226966467155e+00,-1.638897487949249943e+00
1.187389880392915265e+00,1.046643978423434040e+00,-1.407459019694812241e-01,-1.407459019694812241e+00,-2.782960889259159520e-01,-6.890461442313533524e-02,-1.476363634117947576e+00,-1.754659723043863639e+00
1.190566618600866100e+00,1.046643978423434040e+00,-1.439226401774320596e-01,-1.439226401774320596e+00,-3.106786829658381710e-01,-9.530214623852506506e-02,-1.534528548012845661e+00,-1.845207230978683777e+00
1.193717799456648354e+00,1.046643978423434040e+00,-1.470738210332143137e-01,-1.470738210332143137e+00,-3.437702926983113860e-01,-9.453542567346762127e-02,-1.565273636005610758e+00,-1.909043928703922255e+00
1.196205055983009524e+00,1.046643978423434040e+00,-1.495610775595754838e-01,-1.495610775595754838e+00,-3.774215351492158366e-01,-7.461769579083510351e-02,-1.570228471386589941e+00,-1.947650006535805778e+00
1.197642327401630791e+00,1.046643978423434040e+00,-1.509983489781967503e-01,-1.509983489781967503e+00,-4.113961636693101442e-01,-4.311814255863799517e-02,-1.553101632340605498e+00,-1.964497796009915698e+00
1.197861135817771316e+00,1.046643978423434040e+00,-1.512171573943372760e-01,-1.512171573943372760e+00,-4.454200240830359925e-01,-6.564252484215771233e-03,-1.518735826427588531e+00,-1.964155850510624468e+00
1.196864900686423816e+00,1.046643978423434040e+00,-1.502209222629897756e-01,-1.502209222629897756e+00,-4.792197315922086531e-01,2.988705394042501240e-02,-1.472322168689472743e+00,-1.951541900281681396e+00
1.194779761509877636e+00,1.046643978423434040e+00,-1.481357830864435954e-01,-1.481357830864435954e+00,-5.125502827866584843e-01,6.255417529638540586e-02,-1.418803655568050548e+00,-1.931353938354709143e+00
1.191807597907402538e+00,1.046643978423434040e+00,-1.451636194839684979e-01,-1.451636194839684979e+00,-5.452120971705514130e-01,8.916490807425292431e-02,-1.362471286765432055e+00,-1.907683383935983468e+00
1.188185115423185945e+00,1.046643978423434040e+00,-1.415411369997519042e-01,-1.415411369997519042e+00,-5.770588529954956414e-01,1.086744745264978107e-01,-1.306736895471021231e+00,-1.883795748466516873e+00
