time,dcmotor,h_ref,h_meas,pid_p,pid_i,pid_d,pid_pd,error,snn_pd,snn_i
73.40631747245789,1.7125768661499023,0.8999999761581421,0.949999988079071,0.0,0.0,0.0,-0.500000119209289,-0.0500000119209289,0.0025769341737031,0.0
73.60588145256042,0.9078340530395508,0.8999999761581421,0.959999978542328,0.0,-0.009000062942504883,0.0,-1.199999451637268,-0.0600000023841857,0.0025769341737031,0.0
73.80877232551575,1.5329933166503906,0.8999999761581421,0.9700000286102296,0.0,-0.019500017166137695,0.0,-1.3000035285949707,-0.0700000524520874,-0.1575065404176712,0.0
74.0172770023346,1.648878812789917,0.8999999761581421,0.9800000190734864,0.0,-0.03150010108947754,0.0,-1.3999998569488523,-0.0800000429153442,-0.0296210274100303,0.0
74.2216522693634,0.8639039993286133,0.8999999761581421,0.9900000095367432,0.0,-0.04500007629394531,0.0,-1.499999761581421,-0.090000033378601,-0.0296210274100303,0.0
74.4236958026886,0.6951466202735901,0.8999999761581421,1.0,0.0,-0.06000006198883079,0.0,-1.5999996662139893,-0.1000000238418579,-0.9548532366752625,0.0
74.63116359710693,1.4434641599655151,0.8999999761581421,1.0099999904632568,0.0,-0.0765000581741333,0.0,-1.6999995708465576,-0.1100000143051147,-0.9548532366752625,0.0
75.04040455818176,0.7805392742156982,0.8999999761581421,1.0299999713897705,0.0,-0.11400008201599121,0.0,-2.4999988079071045,-0.1299999952316284,-1.758870005607605,0.0
75.0404360294342,-0.162870168685913,0.8999999761581421,1.0299999713897705,0.0,-0.11400008201599121,0.0,-1.2999999523162842,-0.1299999952316284,-1.758870005607605,0.0
75.2038516998291,1.2247074842453003,0.8999999761581421,1.0299999713897705,0.0,-0.1335000991821289,0.0,-1.2999999523162842,-0.1299999952316284,-0.3517923653125763,0.0
75.4061131477356,1.4882912635803225,0.8999999761581421,1.0299999713897705,0.0,-0.1530001163482666,0.0,-1.2999999523162842,-0.1299999952316284,-0.0687085539102554,0.0
75.60614585876465,-0.0672111511230468,0.8999999761581421,1.0299999713897705,0.0,-0.17250001430511475,0.0,-1.2999999523162842,-0.1299999952316284,-1.6047110557556152,0.0
75.80532479286194,1.197222113609314,0.8999999761581421,1.0299999713897705,0.0,-0.19200003147125222,0.0,-1.2999999523162842,-0.1299999952316284,-0.3207778036594391,0.0
76.00544428825378,1.4360309839248655,0.8999999761581421,1.0299999713897705,0.0,-0.21150004863739014,0.0,-1.2999999523162842,-0.1299999952316284,-0.0624688602983951,0.0
76.20235347747803,-0.1229559183120727,0.8999999761581421,1.0199999809265137,0.0,-0.22950005531311035,0.0,-0.6000006198883057,-0.1200000047683715,-1.6034557819366455,0.0
76.40572690963745,5.154119968414307,1.399999976158142,1.0099999904632568,0.0,-0.17100012302398682,0.0,16.083333293596905,0.3899999856948852,3.6151201725006095,0.0
76.60483145713806,6.215132713317871,1.399999976158142,1.0099999904632568,0.0,-0.11100006103515625,0.0,3.899999856948853,0.3899999856948852,4.616132736206055,0.0
76.80527687072754,7.344944953918457,1.399999976158142,1.0,0.0,-0.049500107765197754,0.0,4.599999189376831,0.3999999761581421,5.684445381164551,0.0
77.01050400733948,4.444136619567871,1.399999976158142,0.9900000095367432,0.0,0.011999964714050293,0.0,4.699999094009399,0.4099999666213989,2.7221367359161377,0.0
77.20352458953857,6.314746856689453,1.399999976158142,0.9900000095367432,0.0,0.07199990749359131,0.0,4.099999666213989,0.4099999666213989,4.532747268676758,0.0
77.40589213371277,5.036773204803467,1.399999976158142,1.0099999904632568,0.0,0.12899994850158691,0.0,2.700001001358032,0.3899999856948852,3.1977734565734863,0.0
77.60824656486511,4.902926921844482,1.399999976158142,1.0499999523162842,0.0,0.17999994754791282,0.0,1.1000025272369385,0.3500000238418579,3.0129270553588867,0.0
77.82426834106445,2.5467586517333984,1.399999976158142,1.100000023841858,0.0,0.22499990463256858,0.0,-4.76837158203125e-06,0.2999999523162842,0.6117588877677917,0.0
78.00683569908142,2.870646476745605,1.399999976158142,1.149999976158142,0.0,0.26249992847442605,0.0,-0.4999971389770508,0.25,0.8981467485427856,0.0
78.21267700195312,0.5929635763168335,1.399999976158142,1.2000000476837158,0.0,0.2924998998641968,0.0,-1.0000050067901611,0.1999999284744262,-1.4095362424850464,0.0
78.41682291030884,1.7240028381347656,1.399999976158142,1.2599999904632568,0.0,0.31349980831146196,0.0,-2.1999967098236084,0.1399999856948852,-1.4095362424850464,0.0
78.62224316596985,0.3865147829055786,1.399999976158142,1.309999942779541,0.0,0.3269997835159302,0.0,-2.09999680519104,0.090000033378601,-0.2994968891143799,0.0
78.82811546325684,-0.6670682430267334,1.399999976158142,1.3600000143051147,0.0,0.3329998254776001,0.0,-2.6000046730041504,0.0399999618530273,-2.7100679874420166,0.0
79.03132963180542,0.70311439037323,1.399999976158142,1.409999966621399,0.0,0.3329998254776001,0.0,-3.099997043609619,-0.0099999904632568,-1.3383854627609253,0.0
79.64823269844055,0.1837934255599975,1.399999976158142,1.5099999904632568,0.0,0.29549992084503174,0.0,-7.100001573562622,-0.1100000143051147,-2.7704918384552,0.0
79.64824366569519,0.0718309879302978,1.399999976158142,1.5099999904632568,0.0,0.29549992084503174,0.0,-1.1000001430511477,-0.1100000143051147,-2.7704918384552,0.0
79.65006399154663,-0.7649919986724854,1.399999976158142,1.5099999904632568,0.0,0.29549992084503174,0.0,-1.1000001430511477,-0.1100000143051147,-2.7704918384552,0.0
