# timestep = 0.01, sim time = 30, sine_freq = 6.199999999999996
0.000000000000000000e+00,0.000000000000000000e+00
3.797790955218008357e-01,3.797790955218008357e-01
7.026499697988488613e-01,3.228708742770480256e-01
9.202318473658699371e-01,2.175818775670210758e-01
9.999210442038161117e-01,7.968919683794617459e-02
9.297764858882519023e-01,-7.014455831556420939e-02
7.203090248879082669e-01,-2.094674610003436355e-01
4.029064357136643570e-01,-3.174025891742439098e-01
2.513009544333958886e-02,-3.777763402703247508e-01
-3.564118787132480870e-01,-3.815419741565876932e-01
-6.845471059286867277e-01,-3.281352272154386407e-01
-9.101059706849944364e-01,-2.255588647563077087e-01
-9.992894726405890937e-01,-8.918350195559465732e-02
-9.387338576538752921e-01,6.055561498671380161e-02
-7.375131173581763733e-01,2.012207402956989188e-01
-4.257792915650770449e-01,3.117338257930993284e-01
-5.024431817977377535e-02,3.755349733853032834e-01
3.328195445229824023e-01,3.830638627027561638e-01
6.660118674342474510e-01,3.331923229112650486e-01
8.994052515663684133e-01,2.333933841321209623e-01
9.980267284282712259e-01,9.862147686190281259e-02
9.470983049947463428e-01,-5.092842343352488310e-02
7.542513807361076461e-01,-1.928469242586386967e-01
4.483832160900384500e-01,-3.058681646460691961e-01
7.532680552794081275e-02,-3.730564105620976512e-01
-3.090169943749402903e-01,-3.843437999028810892e-01
-6.470559615694391198e-01,-3.380389671944988295e-01
-8.881364488135408131e-01,-2.410804872441016933e-01
-9.961336091431718387e-01,-1.079971603296310256e-01
-9.548645447466460601e-01,4.126906439652577863e-02
-7.705132427757954705e-01,1.843513019708505896e-01
-4.707039321653405661e-01,2.998093106104549044e-01
-1.003617148512232909e-01,3.703422173141172613e-01
2.850192624699669497e-01,3.853809773211902545e-01
6.276913612906934725e-01,3.426720988207265228e-01
8.763066800438595871e-01,2.486153187531661146e-01
9.936113105200071738e-01,1.173046304761475866e-01
9.620276715860888173e-01,-3.158363893391835653e-02
7.862884321366262474e-01,-1.757392394494625698e-01
4.927273415483012786e-01,-2.935610905883249688e-01
1.253332335643147222e-01,-3.673941079839865287e-01
-2.608415062898856163e-01,-3.861747398542003662e-01
-6.079302976945951675e-01,-3.470887914047095513e-01
-8.639234171928291683e-01,-2.559931194982340008e-01
-9.904614256966496333e-01,-1.265380085038204649e-01
-9.685831611286347398e-01,2.187826456801489350e-02
-8.015669848708848466e-01,1.670161762577498932e-01
-5.144395337815178548e-01,2.871274510893669918e-01
-1.502255891207730787e-01,3.642139446607447484e-01
2.364989970237095229e-01,3.867245861444825739e-01
5.877852522924610357e-01,3.512862552687515127e-01
8.509944817946842877e-01,2.632092295022232520e-01
9.866859442078658171e-01,1.356914624131815295e-01
9.745268727865801228e-01,-1.215907142128569429e-02
8.163392507171931545e-01,-1.581876220693869683e-01
5.358267949790096463e-01,-2.805124557381835082e-01
1.750230589752906074e-01,-3.608037360037190666e-01
-2.120071099220408040e-01,-3.870301688973314391e-01
-5.672689491267395301e-01,-3.552618392046987261e-01
-8.375280400421307725e-01,-2.702590909153912424e-01
-9.822872507286850574e-01,-1.447592106865542849e-01
-9.798550523842506355e-01,2.432198344434421955e-03
-8.305958991958227733e-01,1.492591531884278622e-01
-5.568756164882024962e-01,2.737202827076202771e-01
-1.997099805144235685e-01,3.571656359737789277e-01
1.873813145857051721e-01,3.870912951001287405e-01
5.463943467342530225e-01,3.590130321485478504e-01
8.235325976284169069e-01,2.771382508941638845e-01
9.772681235681897061e-01,1.537355259397727991e-01
9.845643345292084403e-01,7.296210961018734231e-03
8.443279255020240681e-01,-1.402364090271843722e-01
5.775727034222865042e-01,-2.667552220797375639e-01
2.242707609494031529e-01,-3.533019424728833791e-01
-1.626371651948619601e-01,-3.869079261442651130e-01
-5.251746299612776170e-01,-3.625374647664156846e-01
