0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.810000000000000497e+00
0.000000000000000000e+00,5.858884670981238330e+00,1.757665401294371321e+01,0.000000000000000000e+00,2.738665401294371549e+01
1.757665401294371266e-03,5.858884670981238330e+00,1.757138101673983144e+01,-5.272996203883550947e-01,2.685408139635147506e+01
5.219738942223890732e-03,5.858884670981238330e+00,1.756099479611704339e+01,-1.038622062278893310e+00,2.633237273383814880e+01
1.033404975653722489e-02,5.858884670981238330e+00,1.754565186367410234e+01,-1.534293244293838399e+00,2.582135861938026267e+01
1.704949643278858701e-02,5.858884670981238330e+00,1.752550552364535008e+01,-2.014634002875403951e+00,2.532087152076994840e+01
2.531603026111694382e-02,5.858884670981238330e+00,1.750070592216036403e+01,-2.479960148498694394e+00,2.483074577366166835e+01
3.508463866681146848e-02,5.858884670981238330e+00,1.747140009694328100e+01,-2.930582521708213761e+00,2.435081757523506951e+01
4.630732883002949829e-02,5.858884670981238330e+00,1.743773202645362730e+01,-3.366807048965458904e+00,2.388092497748817067e+01
5.893711149099634117e-02,5.858884670981238330e+00,1.739984267847072630e+01,-3.788934798290011230e+00,2.342090788018071379e+01
7.292798493998126075e-02,5.858884670981238330e+00,1.735787005812377259e+01,-4.197262034695459221e+00,2.297060802342831209e+01
8.823491919130900529e-02,5.858884670981238330e+00,1.731194925536978957e+01,-4.592080275398302547e+00,2.252986897997148930e+01
1.048138403406339014e-01,5.858884670981238330e+00,1.726221249192181517e+01,-4.973676344797439697e+00,2.209853614712437775e+01
1.226216151046712333e-01,5.858884670981238330e+00,1.720878916762970334e+01,-5.342332429211182898e+00,2.167645673841852272e+01
1.416160355425504225e-01,5.858884670981238330e+00,1.715180590631606350e+01,-5.698326131363806724e+00,2.126347977495225905e+01
1.617558039579248264e-01,5.858884670981238330e+00,1.709138660106994223e+01,-6.041930524612304509e+00,2.085945607645763999e+01
1.830005179809449933e-01,5.858884670981238330e+00,1.702765245900087976e+01,-6.373414206906158341e+00,2.046423825209472369e+01
2.053106558291746264e-01,5.858884670981238330e+00,1.696072204545619044e+01,-6.693041354468931559e+00,2.007768069098725761e+01
2.286475617465029975e-01,5.858884670981238330e+00,1.689071132770420647e+01,-7.001071775198486336e+00,1.969963955250572241e+01
2.529734316190819232e-01,5.858884670981238330e+00,1.681773371808646900e+01,-7.297760961773569477e+00,1.932997275631289824e+01
2.782512987672921545e-01,5.858884670981238330e+00,1.674190011664184041e+01,-7.583360144463036079e+00,1.896853997217880305e+01
3.044450199127202716e-01,5.858884670981238330e+00,1.666331895320555390e+01,-7.858116343628651634e+00,1.861520260957690454e+01
3.315192613191060844e-01,5.858884670981238330e+00,1.658209622898639779e+01,-8.122272421915610607e+00,1.826982380707078590e+01
3.594394851061989415e-01,5.858884670981238330e+00,1.649833555762511850e+01,-8.376067136127840485e+00,1.793226842149727673e+01
3.881719357354415645e-01,5.858884670981238330e+00,1.641213820573738857e+01,-8.619735188772903456e+00,1.760240301696448739e+01
4.176836266663805919e-01,5.858884670981238330e+00,1.632360313294457299e+01,-8.853507279281558340e+00,1.728009585366301337e+01
4.479423271826859509e-01,5.858884670981238330e+00,1.623282703139565797e+01,-9.077610154891591066e+00,1.696521687650406562e+01
4.789165493866416878e-01,5.858884670981238330e+00,1.613990436478378854e+01,-9.292266661186854293e+00,1.665763770359693297e+01
5.105755353609571223e-01,5.858884670981238330e+00,1.604492740686084318e+01,-9.497695792294447159e+00,1.635723161456639474e+01
5.428892444967292619e-01,5.858884670981238330e+00,1.594798627945352720e+01,-9.694112740731775091e+00,1.606387353872175083e+01
5.758283409863735880e-01,5.858884670981238330e+00,1.584916898998459445e+01,-9.881728946893364451e+00,1.577744004309123049e+01
6.093641814803270051e-01,5.858884670981238330e+00,1.574856146850273397e+01,-1.006075214818595853e+01,1.549780932031677594e+01
6.434688029063120318e-01,5.858884670981238330e+00,1.564624760422477756e+01,-1.023138642779564123e+01,1.522486117642913683e+01
6.781149104499399893e-01,5.858884670981238330e+00,1.554230928159389435e+01,-1.039383226308832064e+01,1.495847701850557421e+01
7.132758656954185650e-01,5.858884670981238330e+00,1.543682641585745863e+01,-1.054828657364357269e+01,1.469853984221388643e+01
7.489256749251185230e-01,5.858884670981238330e+00,1.532987698816836009e+01,-1.069494276890985418e+01,1.444493421925850640e+01
7.850389775767443457e-01,5.858884670981238330e+00,1.522153708021348351e+01,-1.083399079548774679e+01,1.419754628472573721e+01
8.215910348568427057e-01,5.858884670981238330e+00,1.511188090837318754e+01,-1.096561718402950802e+01,1.395626372434368001e+01
8.585577185093754560e-01,5.858884670981238330e+00,1.500098085741558762e+01,-1.109000509575999160e+01,1.372097576165559651e+01
8.959154997380737173e-01,5.858884670981238330e+00,1.488890751372949417e+01,-1.120733436860934518e+01,1.349157314512014949e+01
9.336414382812839863e-01,5.858884670981238330e+00,1.477572969809986247e+01,-1.131778156296308069e+01,1.326794813513678228e+01
9.717131716380079665e-01,5.858884670981238330e+00,1.466151449802969076e+01,-1.142152000701726067e+01,1.304999449101243059e+01
1.010108904443833167e+00,5.858884670981238330e+00,1.454632729961221571e+01,-1.151871984174759334e+01,1.283760745786462287e+01
1.048807397995444868e+00,5.858884670981238330e+00,1.443023181895738105e+01,-1.160954806548337714e+01,1.263068375347400440e+01
1.087787959922403846e+00,5.858884670981238330e+00,1.431329013317650478e+01,-1.169416857808762700e+01,1.242912155508887828e+01
1.127030434004871795e+00,5.858884670981238330e+00,1.419556271092909938e+01,-1.177274222474045118e+01,1.223282048618864870e+01
1.166515190135958724e+00,5.858884670981238330e+00,1.407710844253583815e+01,-1.184542683932621188e+01,1.204168160320962677e+01
1.206223114427366516e+00,5.858884670981238330e+00,1.395798466966161477e+01,-1.191237728742233770e+01,1.185560738223927757e+01
1.246135599456998255e+00,5.858884670981238330e+00,1.383824721457271956e+01,-1.197374550888952172e+01,1.167450170568319834e+01
1.286234534657198392e+00,5.858884670981238330e+00,1.371795040897211848e+01,-1.202968056006010755e+01,1.149826984891201143e+01
1.326502296842289708e+00,5.858884670981238330e+00,1.359714712241684609e+01,-1.208032865552732815e+01,1.132681846688951843e+01
1.366921740874069924e+00,5.858884670981238330e+00,1.347588879032150544e+01,-1.212583320953406485e+01,1.116005558078744109e+01
1.407476190463928800e+00,5.858884670981238330e+00,1.335422544155192881e+01,-1.216633487695766291e+01,1.099789056459426639e+01
1.448149429110247244e+00,5.858884670981238330e+00,1.323220572561297459e+01,-1.220197159389533326e+01,1.084023413171764183e+01
1.488925691169737275e+00,5.858884670981238330e+00,1.310987693943450338e+01,-1.223287861784720931e+01,1.068699832158729457e+01
1.529789653061386145e+00,5.858884670981238330e+00,1.298728505375955677e+01,-1.225918856749466102e+01,1.053809648626489626e+01
1.570726424601661453e+00,5.858884670981238330e+00,1.286447473913873196e+01,-1.228103146208239238e+01,1.039344327705634008e+01
1.611721540469642333e+00,5.858884670981238330e+00,1.274148939153478821e+01,-1.229853476039446392e+01,1.025295463114032479e+01
1.652760951800737343e+00,5.858884670981238330e+00,1.261837115754150318e+01,-1.231182339932850311e+01,1.011654775821300056e+01
1.693831017907653669e+00,5.858884670981238330e+00,1.249516095922075465e+01,-1.232101983207476437e+01,9.984141127145990779e+00
1.734918498127284492e+00,5.858884670981238330e+00,1.237189851856185996e+01,-1.232624406588938015e+01,9.855654452672480303e+00
1.776010543792182705e+00,5.858884670981238330e+00,1.224862238156716820e+01,-1.232761369946926422e+01,9.731008682097904483e+00
1.817094690325290696e+00,5.858884670981238330e+00,1.212536994196784157e+01,-1.232524395993266353e+01,9.610125982035178538e+00
1.858158849456602146e+00,5.858884670981238330e+00,1.200217746457390788e+01,-1.231924773939336859e+01,9.492929725180539791e+00
1.899191301560431588e+00,5.858884670981238330e+00,1.187908010826241956e+01,-1.230973563114883262e+01,9.379344477113587430e+00
1.940180688111972529e+00,5.858884670981238330e+00,1.175611194860779740e+01,-1.229681596546221556e+01,9.269295983145582341e+00
1.981116004261827879e+00,5.858884670981238330e+00,1.163330600015823180e+01,-1.228059484495660492e+01,9.162711155201627378e+00
2.021986591527203281e+00,5.858884670981238330e+00,1.151069423836210603e+01,-1.226117617961262063e+01,9.059518058749485903e+00
2.062782130598453723e+00,5.858884670981238330e+00,1.138830762114835338e+01,-1.223866172137513253e+01,8.959645899773221345e+00
2.103492634259681360e+00,5.858884670981238330e+00,1.126617611016467180e+01,-1.221315109836829116e+01,8.863025011796381136e+00
2.144108440422088702e+00,5.858884670981238330e+00,1.114432869167744933e+01,-1.218474184872220256e+01,8.769586842955247263e+00
2.184620205268791526e+00,5.858884670981238330e+00,1.102279339713733997e+01,-1.215352945401084739e+01,8.679263943126493075e+00
2.225018896509807220e+00,5.858884670981238330e+00,1.090159732341429333e+01,-1.211960737230470819e+01,8.591989951109585633e+00
2.265295786745933793e+00,5.858884670981238330e+00,1.078076665270591405e+01,-1.208306707083797171e+01,8.507699581867942840e+00
2.305442446940247248e+00,5.858884670981238330e+00,1.066032667212297369e+01,-1.204399805829403647e+01,8.426328613828937719e+00
2.345450739995943668e+00,5.858884670981238330e+00,1.054030179295588354e+01,-1.200248791670892601e+01,8.347813876246958031e+00
2.385312814439264795e+00,5.858884670981238330e+00,1.042071556962592105e+01,-1.195862233299633814e+01,8.272093236629583402e+00
2.425021098206248560e+00,5.858884670981238330e+00,1.030159071832497020e+01,-1.191248513009512955e+01,8.199105588229841146e+00
2.464568292532055338e+00,5.858884670981238330e+00,1.018294913534754897e+01,-1.186415829774203345e+01,8.128790837605516018e+00
