time,ref,meas,u,Target,error
20.2,,-1.0068359375,-1.0068359375,-0.62489706,-0.021310365
20.3,,-1.0068359375,-1.0068359375,-0.6264831,-0.0211468
20.4,,-1.0068359375,-1.0068359375,-0.62805694,-0.020984491
20.5,,-1.0068359375,-1.0068359375,-0.6296187,-0.020823428
20.6,,-1.0068359375,-1.0068359375,-0.6311685,-0.0206636
20.7,,-1.0068359375,-1.0068359375,-0.63270634,-0.020505
20.8,,-1.0068359375,-1.0068359375,-0.6342324,-0.020347618
20.9,,-1.0068359375,-1.0068359375,-0.6357468,-0.020191442
21,,-1.0068359375,-1.0068359375,-0.63724947,-0.020036466
21.1,,-1.0068359375,-1.0068359375,-0.6387407,-0.019882679
21.2,,-1.0068359375,-1.0068359375,-0.64022046,-0.019730072
21.3,,-1.0068359375,-1.0068359375,-0.6416888,-0.019578638
21.4,,-1.0068359375,-1.0068359375,-0.643146,-0.019428365
21.5,,-1.0068359375,-1.0068359375,-0.6445919,-0.019279245
21.6,,-1.0068359375,-1.0068359375,-0.6460268,-0.019131271
21.7,,-1.0068359375,-1.0068359375,-0.6474506,-0.018984431
21.8,,-1.0068359375,-1.0068359375,-0.6488635,-0.01883872
21.9,,-1.0068359375,-1.0068359375,-0.6502656,-0.018694127
22,,-1.0068359375,-1.0068359375,-0.65165687,-0.018550642
22.1,,-1.0068359375,-1.0068359375,-0.6530375,-0.01840826
22.2,,-1.0068359375,-1.0068359375,-0.6544075,-0.01826697
22.3,,-1.0068359375,-1.0068359375,-0.655767,-0.018126765
22.4,,-1.0068359375,-1.0068359375,-0.65711606,-0.017987635
22.5,,-1.0068359375,-1.0068359375,-0.6584548,-0.017849574
22.6,,-1.0068359375,-1.0068359375,-0.65978324,-0.017712573
22.7,,-1.0068359375,-1.0068359375,-0.6611015,-0.017576622
22.8,,-1.0068359375,-1.0068359375,-0.6624096,-0.017441716
22.9,,-1.0068359375,-1.0068359375,-0.66370773,-0.017307844
23,,-1.0068359375,-1.0068359375,-0.66499585,-0.017175
23.1,,-1.0068359375,-1.0068359375,-0.6662741,-0.017043177
23.2,,-1.0068359375,-1.0068359375,-0.6675425,-0.016912365
23.3,,-1.0068359375,-1.0068359375,-0.6688012,-0.016782556
23.4,,-1.0068359375,-1.0068359375,-0.6700502,-0.016653745
23.5,,-1.0068359375,-1.0068359375,-0.6712897,-0.01652592
23.6,,-1.0068359375,-1.0068359375,-0.6725196,-0.01639908
23.7,,-1.0068359375,-1.0068359375,-0.6737401,-0.01627321
23.8,,-1.0068359375,-1.0068359375,-0.6749512,-0.016148308
23.9,,-1.0068359375,-1.0068359375,-0.67615306,-0.016024364
24,,-1.0068359375,-1.0068359375,-0.67734563,-0.015901372
24.1,,-1.0068359375,-1.0068359375,-0.6785291,-0.015779324
24.2,,-1.0068359375,-1.0068359375,-0.6797035,-0.015658211
24.3,,-1.0068359375,-1.0068359375,-0.6808688,-0.015538029
24.4,,-1.0068359375,-1.0068359375,-0.6820252,-0.01541877
24.5,,-1.0068359375,-1.0068359375,-0.68317276,-0.015300425
24.6,,-1.0068359375,-1.0068359375,-0.68431145,-0.015182989
24.7,,-1.0068359375,-1.0068359375,-0.68544143,-0.015066454
24.8,,-1.0068359375,-1.0068359375,-0.6865628,-0.014950815
24.9,,-1.0068359375,-1.0068359375,-0.6876755,-0.014836062
25,,-1.0068359375,-1.0068359375,-0.68877965,-0.01472219
25.1,,-1.0068359375,-1.0068359375,-0.6898753,-0.014609192
25.2,,-1.0068359375,-1.0068359375,-0.6909626,-0.014497061
25.3,,-1.0068359375,-1.0068359375,-0.6920415,-0.0143857915
25.4,,-1.0068359375,-1.0068359375,-0.6931122,-0.014275376
25.5,,-1.0068359375,-1.0068359375,-0.69417465,-0.014165807
25.6,,-1.0068359375,-1.0068359375,-0.69522893,-0.014057079
25.7,,-1.0068359375,-1.0068359375,-0.6962751,-0.013949187
25.8,,-1.0068359375,-1.0068359375,-0.69731325,-0.013842122
25.9,,-1.0068359375,-1.0068359375,-0.69834346,-0.013735878
26,,-1.0068359375,-1.0068359375,-0.69936574,-0.013630451
26.1,,-1.0068359375,-1.0068359375,-0.70038015,-0.013525832
26.2,,-1.0068359375,-1.0068359375,-0.7013868,-0.013422017
26.3,,-1.0068359375,-1.0068359375,-0.7023857,-0.013318999
26.4,,-1.0068359375,-1.0068359375,-0.703377,-0.013216771
26.5,,-1.0068359375,-1.0068359375,-0.70436066,-0.013115328
26.6,,-1.0068359375,-1.0068359375,-0.70533675,-0.013014663
26.7,,-1.0068359375,-1.0068359375,-0.7063054,-0.012914771
26.8,,-1.0068359375,-1.0068359375,-0.7072665,-0.012815646
26.9,,-1.0068359375,-1.0068359375,-0.7082203,-0.0127172815
27,,-1.0068359375,-1.0068359375,-0.7091668,-0.012619671
27.1,,-1.0068359375,-1.0068359375,-0.710106,-0.012522811
27.2,,-1.0068359375,-1.0068359375,-0.711038,-0.012426694
27.3,,-1.0068359375,-1.0068359375,-0.7119629,-0.012331315
27.4,,-1.0068359375,-1.0068359375,-0.7128806,-0.012236668
27.5,,-1.0068359375,-1.0068359375,-0.7137913,-0.012142748
27.6,,-1.0068359375,-1.0068359375,-0.71469504,-0.012049547
27.7,,-1.0068359375,-1.0068359375,-0.71559185,-0.011957063
27.8,,-1.0068359375,-1.0068359375,-0.71648175,-0.011865289
27.9,,-1.0068359375,-1.0068359375,-0.7173648,-0.011774219
28,,-1.0068359375,-1.0068359375,-0.7182411,-0.011683847
28.1,,-0.275186955928802,-0.275186955928802,-0.7191106,-0.01159417
28.2,,-0.806862711906433,-0.806862711906433,-0.7199735,-0.01150518
28.3,,-0.952179610729218,-0.952179610729218,-0.7208298,-0.011416874
28.4,,-0.260248363018036,-0.260248363018036,-0.7216795,-0.011329246
28.5,,-0.802779734134674,-0.802779734134674,-0.7225227,-0.01124229
28.6,,-0.951063632965088,-0.951063632965088,-0.72335935,-0.011156001
28.7,,-0.991592407226562,-0.991592407226562,-0.72418964,-0.011070375
28.8,,-0.271020621061325,-0.271020621061325,-0.72501355,-0.010985406
28.9,,-0.805724024772644,-0.805724024772644,-0.7258311,-0.01090109
29,,-0.9518683552742,-0.9518683552742,-0.72664243,-0.01081742
29.1,,-0.991812348365784,-0.991812348365784,-0.7274475,-0.010734392
29.2,,-0.271080732345581,-0.271080732345581,-0.7282464,-0.010652002
29.3,,-0.805740416049957,-0.805740416049957,-0.7290392,-0.010570245
29.4,,-0.951872825622559,-0.951872825622559,-0.72982585,-0.010489115
29.5,,-0.260164499282837,-0.260164499282837,-0.7306065,-0.010408606
29.6,,-0.80275684595108,-0.80275684595108,-0.7313812,-0.0103287175
29.7,,-0.951057374477386,-0.951057374477386,-0.73214984,-0.010249441
29.8,,-0.991590678691864,-0.991590678691864,-0.73291266,-0.010170773
29.9,,-0.271020144224167,-0.271020144224167,-0.73366964,-0.010092708
30,,-0.805723905563355,-0.805723905563355,-0.7344208,-0.010015244
30.1,,-0.9518683552742,-0.9518683552742,-0.73516613,-0.009938373
30.2,,-0.991812348365784,-0.991812348365784,-0.7359058,-0.009862092
30.3,,-0.271080732345581,-0.271080732345581,-0.7366398,-0.009786397
30.4,,-0.805740416049957,-0.805740416049957,-0.7373681,-0.009711283
30.5,,-0.951872825622559,-0.951872825622559,-0.7380909,-0.009636746
30.6,,-0.260164499282837,-0.260164499282837,-0.7388081,-0.009562781
30.7,,-0.80275684595108,-0.80275684595108,-0.7395198,-0.009489384
30.8,,-0.951057374477386,-0.951057374477386,-0.74022603,-0.009416549
30.9,,-0.259941637516022,-0.259941637516022,-0.74092686,-0.009344273
31,,-0.80269593000412,-0.80269593000412,-0.7416223,-0.009272553
31.1,,-0.951040744781494,-0.951040744781494,-0.74231243,-0.009201383
31.2,,-0.991586089134216,-0.991586089134216,-0.7429972,-0.009130759
31.3,,-0.271018892526627,-0.271018892526627,-0.7436768,-0.009060677
31.4,,-0.805723547935486,-0.805723547935486,-0.7443511,-0.008991133
31.5,,-0.951868236064911,-0.951868236064911,-0.7450203,-0.008922123
31.6,,-0.260163247585297,-0.260163247585297,-0.74568427,-0.008853643
31.7,,-0.802756488323212,-0.802756488323212,-0.7463432,-0.008785688
31.8,,-0.951057314872742,-0.951057314872742,-0.74699706,-0.008718255
31.9,,-0.991590619087219,-0.991590619087219,-0.7476459,-0.008651339
32,,-0.271020114421844,-0.271020114421844,-0.7482898,-0.008584938
32.1,,-0.80572384595871,-0.80572384595871,-0.7489287,-0.008519045
32.2,,-0.951868295669556,-0.951868295669556,-0.74956274,-0.008453659
